+2249735713.0ns,22,1,521374,1.39974,2.24974,8,2.24974,0,2.24974
+3053485713.0ns,22,2,301516,2.24974,3.05349,15.1962,2.24974,0,0
+4007485713.0ns,22,3,1103456,3.05349,4.00749,22.2422,2.24974,2,0
+5565485713.0ns,22,4,4206543,4.00749,5.56549,28.6842,2.24974,5,0
+6747485713.0ns,22,5,2242387,5.56549,6.74749,35.5022,2.24974,5,0
+13730735713.0ns,22,6,3755393,12.2497,13.7307,36.519,2.24974,5,0
+21478485713.0ns,22,7,2474643,20.2497,21.4785,36.7713,2.24974,5,0
