#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152610712.0ns,22,0,130550,1.40004,2.15261,4,0,0,0
+2979021427.0ns,22,1,349519,2.15261,2.97902,7.17359,0,0,0
+3784896426.0ns,22,2,299613,2.97902,3.7849,10.3677,0,0,0
+4565610712.0ns,22,3,220993,3.7849,4.56561,13.587,0,0,0
+5346521427.0ns,22,4,219634,4.56561,5.34652,16.8061,0,0,0
+6072485713.0ns,22,5,81114,5.34652,6.07249,20.0801,0,0,0
+6825271427.0ns,22,6,139234,6.07249,6.82527,23.3273,0,0,0
+7631807141.0ns,22,7,308066,6.82527,7.63181,26.5208,0,0,0
+8432985713.0ns,22,8,234912,7.63181,8.43299,29.7196,0,0,0
+9213324998.0ns,22,9,210170,8.43299,9.21332,32.9393,0,0,0
+12930985713.0ns,22,10,177609,12.1526,12.931,33.2216,0,0,0
+16929235713.0ns,22,11,155318,16.1526,16.9292,33.2234,0,0,0
+20929557141.0ns,22,12,158447,20.1526,20.9296,33.2231,0,0,0
+24955789284.0ns,22,13,256551,24.1526,24.9558,33.1968,0,0,0
+28928574998.0ns,22,14,151129,28.1526,28.9286,33.224,0,0,0
+32878807141.0ns,22,15,78576,32.1526,32.8788,33.2738,0,0,0
+36880271427.0ns,22,16,98400,36.1526,36.8803,33.2723,0,0,0
+40933628569.0ns,22,17,214461,40.1526,40.9336,33.219,0,0,0
+44930146426.0ns,22,18,166743,44.1526,44.9301,33.2225,0,0,0
+48953574998.0ns,22,19,228465,48.1526,48.9536,33.199,0,0,0
+52984253570.0ns,22,20,417897,52.1526,52.9843,33.1684,0,0,0
+56932807141.0ns,22,21,202940,56.1526,56.9328,33.2198,0,0,0
+60854235713.0ns,22,22,65400,60.1526,60.8542,33.2984,0,0,0
+64904074998.0ns,22,23,112487,64.1526,64.9041,33.2485,0,0,0
+68878485713.0ns,22,24,73380,68.1526,68.8785,33.2741,0,0,0
