#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2151735713.0ns,22,0,130550,1.4,2.15174,4,0,0,0
+2981985713.0ns,22,1,349519,2.15174,2.98199,7.16975,0,0,0
+3867914283.0ns,22,2,718790,2.98199,3.86791,10.2838,0,2,0
+4827842855.0ns,22,3,1071812,3.86791,4.82784,13.3239,0,4,0
+5888074998.0ns,22,4,1551364,4.82784,5.88807,16.2637,0,5,0
+6757360712.0ns,22,5,581276,5.88807,6.75736,19.3944,0,5,0
+7721914283.0ns,22,6,1077210,6.75736,7.72191,22.4298,0,5,0
+9046039284.0ns,22,7,2947651,7.72191,9.04604,25.1057,0,5,0
+10237253570.0ns,22,8,2231954,9.04604,10.2373,27.9145,0,5,0
+11371003570.0ns,22,9,1973821,10.2373,11.371,30.7807,0,5,0
+13115342855.0ns,22,10,1110053,12.1517,13.1153,33.0364,0,5,0
+17129985713.0ns,22,11,1131566,16.1517,17.13,33.0217,0,5,0
+21183253570.0ns,22,12,1411867,20.1517,21.1833,32.9685,0,5,0
+25401271427.0ns,22,13,2342758,24.1517,25.4013,32.7505,0,5,0
+29263235713.0ns,22,14,1849212,28.1517,29.2632,32.8885,0,5,0
+33033235713.0ns,22,15,624663,32.1517,33.0332,33.1185,0,5,0
+37081485713.0ns,22,16,869686,36.1517,37.0815,33.0703,0,5,0
+41287503570.0ns,22,17,1991788,40.1517,41.2875,32.8642,0,5,0
+45206735713.0ns,22,18,1529997,44.1517,45.2067,32.945,0,5,0
+49317235713.0ns,22,19,2096269,48.1517,49.3172,32.8345,0,5,0
+53745807141.0ns,22,20,4306089,52.1517,53.7458,32.4059,0,5,0
+57283557141.0ns,22,21,1944846,56.1517,57.2836,32.8682,0,5,0
+61010414283.0ns,22,22,572542,60.1517,61.0104,33.1413,0,5,0
+65188021427.0ns,22,23,1479681,64.1517,65.188,32.9637,0,5,0
+69028485713.0ns,22,24,606006,68.1517,69.0285,33.1232,0,5,0
