#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2158789284.0ns,22,0,130550,1.40002,2.15879,4,0,0,0
+4223735713.0ns,22,1,6667126,2.15879,4.22374,5.93505,0,5,0
+5616824998.0ns,22,2,3211901,4.22374,5.61682,8.54196,0,5,0
+6683235713.0ns,22,3,1639262,5.61682,6.68324,11.4756,0,5,0
+7747985713.0ns,22,4,1551364,6.68324,7.74799,14.4108,0,5,0
+8602735713.0ns,22,5,581276,7.74799,8.60274,17.5561,0,5,0
+9561235713.0ns,22,6,1077210,8.60274,9.56124,20.5976,0,5,0
+10871735713.0ns,22,7,2947651,9.56124,10.8717,23.2871,0,5,0
+12062735713.0ns,22,8,2231954,10.8717,12.0627,26.0961,0,5,0
+13199485713.0ns,22,9,1973821,12.0627,13.1995,28.9593,0,5,0
+14160735713.0ns,22,10,1110053,13.1995,14.1607,31.9981,0,5,0
+17136485713.0ns,22,11,1131566,16.1588,17.1365,33.0223,0,5,0
+21189735713.0ns,22,12,1411867,20.1588,21.1897,32.9691,0,5,0
+25398860712.0ns,22,13,2342758,24.1588,25.3989,32.7599,0,5,0
+29280235713.0ns,22,14,1849212,28.1588,29.2802,32.8786,0,5,0
+33039789284.0ns,22,15,624663,32.1588,33.0398,33.119,0,5,0
+37087985713.0ns,22,16,869686,36.1588,37.088,33.0708,0,5,0
+41292985713.0ns,22,17,1991788,40.1588,41.293,32.8658,0,5,0
+45214985713.0ns,22,18,1529997,44.1588,45.215,32.9438,0,5,0
+49321985713.0ns,22,19,2096269,48.1588,49.322,32.8368,0,5,0
+53948003570.0ns,22,20,4306089,52.1588,53.948,32.2108,0,5,0
+57303789284.0ns,22,21,1944846,56.1588,57.3038,32.855,0,5,0
+61027646426.0ns,22,22,572542,60.1588,61.0276,33.1311,0,5,0
+65198110712.0ns,22,23,1479681,64.1588,65.1981,32.9607,0,5,0
+69040574998.0ns,22,24,606006,68.1588,69.0406,33.1182,0,5,0
