#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2230408319.0ns,22,1,521374,1.39637,2.23041,8,2.23041,0,2.23041
+3016208319.0ns,22,2,301516,2.23041,3.01621,15.2142,2.23041,0,0
+3826208319.0ns,22,3,448068,3.01621,3.82621,22.4042,2.23041,0,0
+4636112479.0ns,22,4,445850,3.82621,4.63611,29.5943,2.23041,0,0
+5421912479.0ns,22,5,333695,4.63611,5.42191,36.8085,2.23041,0,0
+13040508319.0ns,22,6,415766,12.2304,13.0405,37.1899,2.23041,0,0
+21016208319.0ns,22,7,230473,20.2304,21.0162,37.2142,2.23041,0,0
