#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152235713.0ns,22,0,130550,1.39974,2.15224,4,0,0,0
+4195235713.0ns,22,1,6667126,2.15224,4.19524,5.957,0,5,0
+5579503570.0ns,22,2,3211901,4.19524,5.5795,8.57273,0,5,0
+6633735713.0ns,22,3,1639262,5.5795,6.63374,11.5185,0,5,0
+7691003570.0ns,22,4,1551364,6.63374,7.691,14.4612,0,5,0
+8543985713.0ns,22,5,581276,7.691,8.54399,17.6083,0,5,0
+9497735713.0ns,22,6,1077210,8.54399,9.49774,20.6545,0,5,0
+10809485713.0ns,22,7,2947651,9.49774,10.8095,23.3427,0,5,0
+11989235713.0ns,22,8,2231954,10.8095,11.9892,26.163,0,5,0
+13125235713.0ns,22,9,1973821,11.9892,13.1252,29.027,0,5,0
+14078235713.0ns,22,10,1110053,13.1252,14.0782,32.074,0,5,0
+17131735713.0ns,22,11,1131566,16.1522,17.1317,33.0205,0,5,0
+21185735713.0ns,22,12,1411867,20.1522,21.1857,32.9665,0,5,0
+25366003570.0ns,22,13,2342758,24.1522,25.366,32.7862,0,5,0
+29262753570.0ns,22,14,1849212,28.1522,29.2628,32.8895,0,5,0
+33031235713.0ns,22,15,624663,32.1522,33.0312,33.121,0,5,0
+37081485713.0ns,22,16,869686,36.1522,37.0815,33.0707,0,5,0
+41287985713.0ns,22,17,1991788,40.1522,41.288,32.8642,0,5,0
+45208985713.0ns,22,18,1529997,44.1522,45.209,32.9432,0,5,0
+49313735713.0ns,22,19,2096269,48.1522,49.3137,32.8385,0,5,0
+53744485713.0ns,22,20,4306089,52.1522,53.7445,32.4078,0,5,0
+57284485713.0ns,22,21,1944846,56.1522,57.2845,32.8678,0,5,0
+61007985713.0ns,22,22,572542,60.1522,61.008,33.1442,0,5,0
+65186003570.0ns,22,23,1479681,64.1522,65.186,32.9662,0,5,0
+69029485713.0ns,22,24,606006,68.1522,69.0295,33.1228,0,5,0
