#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2153985713.0ns,22,0,130550,1.40049,2.15399,4,0,0,0
+2978735713.0ns,22,1,349519,2.15399,2.97874,7.17525,0,0,0
+3857985713.0ns,22,2,718790,2.97874,3.85799,10.296,0,2,0
+4813235713.0ns,22,3,1071812,3.85799,4.81324,13.3407,0,4,0
+5870485713.0ns,22,4,1551364,4.81324,5.87049,16.2835,0,5,0
+6723985713.0ns,22,5,581276,5.87049,6.72399,19.43,0,5,0
+7679735713.0ns,22,6,1077210,6.72399,7.67974,22.4743,0,5,0
+8991735713.0ns,22,7,2947651,7.67974,8.99174,25.1623,0,5,0
+10173485713.0ns,22,8,2231954,8.99174,10.1735,27.9805,0,5,0
+11304485713.0ns,22,9,1973821,10.1735,11.3045,30.8495,0,5,0
+13108485713.0ns,22,10,1110053,12.154,13.1085,33.0455,0,5,0
+17133985713.0ns,22,11,1131566,16.154,17.134,33.02,0,5,0
+21183485713.0ns,22,12,1411867,20.154,21.1835,32.9705,0,5,0
+25361003570.0ns,22,13,2342758,24.154,25.361,32.793,0,5,0
+29261235713.0ns,22,14,1849212,28.154,29.2612,32.8927,0,5,0
+33034985713.0ns,22,15,624663,32.154,33.035,33.119,0,5,0
+37084074998.0ns,22,16,869686,36.154,37.0841,33.0699,0,5,0
+41283735713.0ns,22,17,1991788,40.154,41.2837,32.8702,0,5,0
+45208485713.0ns,22,18,1529997,44.154,45.2085,32.9455,0,5,0
+49311235713.0ns,22,19,2096269,48.154,49.3112,32.8428,0,5,0
+53740485713.0ns,22,20,4306089,52.154,53.7405,32.4135,0,5,0
+57283485713.0ns,22,21,1944846,56.154,57.2835,32.8705,0,5,0
+61005735713.0ns,22,22,572542,60.154,61.0057,33.1482,0,5,0
+65185985713.0ns,22,23,1479681,64.154,65.186,32.968,0,5,0
+69031057141.0ns,22,24,606006,68.154,69.0311,33.1229,0,5,0
