+2231208319.0ns,22,1,521374,1.39637,2.23121,8,2.23121,0,2.23121
+3017008319.0ns,22,2,301516,2.23121,3.01701,15.2142,2.23121,0,0
+3947508319.0ns,22,3,1103456,3.01701,3.94751,22.2837,2.23121,2,0
+5456308319.0ns,22,4,4206543,3.94751,5.45631,28.7749,2.23121,5,0
+6603608319.0ns,22,5,2242387,5.45631,6.60361,35.6276,2.23121,5,0
+13953212479.0ns,22,6,3755393,12.2312,13.9532,36.278,2.23121,5,0
+21428508319.0ns,22,7,2474643,20.2312,21.4285,36.8027,2.23121,5,0
