#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152271427.0ns,22,0,130550,1.39974,2.15227,4,0,0,0
+4194485713.0ns,22,1,6667126,2.15227,4.19449,5.95779,0,5,0
+5586271427.0ns,22,2,3211901,4.19449,5.58627,8.566,0,5,0
+6643485713.0ns,22,3,1639262,5.58627,6.64349,11.5088,0,5,0
+7696985713.0ns,22,4,1551364,6.64349,7.69699,14.4553,0,5,0
+8549735713.0ns,22,5,581276,7.69699,8.54974,17.6025,0,5,0
+9503985713.0ns,22,6,1077210,8.54974,9.50399,20.6483,0,5,0
+10819235713.0ns,22,7,2947651,9.50399,10.8192,23.333,0,5,0
+12009485713.0ns,22,8,2231954,10.8192,12.0095,26.1428,0,5,0
+13149253570.0ns,22,9,1973821,12.0095,13.1493,29.003,0,5,0
+14105485713.0ns,22,10,1110053,13.1493,14.1055,32.0468,0,5,0
+17130985713.0ns,22,11,1131566,16.1523,17.131,33.0213,0,5,0
+21183985713.0ns,22,12,1411867,20.1523,21.184,32.9683,0,5,0
+25368235713.0ns,22,13,2342758,24.1523,25.3682,32.784,0,5,0
+29263485713.0ns,22,14,1849212,28.1523,29.2635,32.8888,0,5,0
+33036039284.0ns,22,15,624663,32.1523,33.036,33.1162,0,5,0
+37083485713.0ns,22,16,869686,36.1523,37.0835,33.0688,0,5,0
+41291235713.0ns,22,17,1991788,40.1523,41.2912,32.861,0,5,0
+45210985713.0ns,22,18,1529997,44.1523,45.211,32.9413,0,5,0
+49312985713.0ns,22,19,2096269,48.1523,49.313,32.8393,0,5,0
+53746235713.0ns,22,20,4306089,52.1523,53.7462,32.406,0,5,0
+57288735713.0ns,22,21,1944846,56.1523,57.2887,32.8635,0,5,0
+61006271427.0ns,22,22,572542,60.1523,61.0063,33.146,0,5,0
+65192503570.0ns,22,23,1479681,64.1523,65.1925,32.9598,0,5,0
+69030271427.0ns,22,24,606006,68.1523,69.0303,33.122,0,5,0
