#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2275235713.0ns,22,0,693362,1.39974,2.27524,4,0,0,0
+4286735713.0ns,22,1,6557208,2.27524,4.28674,5.9885,0,0,0
+6625735713.0ns,22,2,8181970,4.28674,6.62574,7.6495,0,0,0
+8157485713.0ns,22,3,4055664,6.62574,8.15749,10.1177,0,0,0
+9612985713.0ns,22,4,3609192,8.15749,9.61299,12.6623,0,0,0
+10513485713.0ns,22,5,789642,9.61299,10.5135,15.7617,0,0,0
+11566235713.0ns,22,6,1641622,10.5135,11.5662,18.709,0,0,0
+13349985713.0ns,22,7,5338579,11.5662,13.35,20.9252,0,0,0
+14856985713.0ns,22,8,3978935,13.35,14.857,23.4183,0,0,0
+16237485713.0ns,22,9,3325662,14.857,16.2375,26.0377,0,0,0
+17389985713.0ns,22,10,2082483,16.2375,17.39,28.8852,0,0,0
+18542985713.0ns,22,11,2071202,17.39,18.543,31.7323,0,0,0
+21428485713.0ns,22,12,2091239,20.2752,21.4285,32.8468,0,0,0
+25680985713.0ns,22,13,3411598,24.2752,25.681,32.5943,0,0,0
+29478985713.0ns,22,14,2367108,28.2752,29.479,32.7963,0,0,0
+33151485713.0ns,22,15,728575,32.2752,33.1515,33.1238,0,0,0
+37252235713.0ns,22,16,1228960,36.2752,37.2522,33.023,0,0,0
+41529735713.0ns,22,17,2652889,40.2752,41.5297,32.7455,0,0,0
+45453485713.0ns,22,18,2193870,44.2752,45.4535,32.8218,0,0,0
+49656235713.0ns,22,19,3319794,48.2752,49.6562,32.619,0,0,0
+54312485713.0ns,22,20,6680172,52.2752,54.3125,31.9627,0,0,0
+57655985713.0ns,22,21,3296407,56.2752,57.656,32.6193,0,0,0
+61201735713.0ns,22,22,971579,60.2752,61.2017,33.0735,0,0,0
+65427985713.0ns,22,23,2047125,64.2752,65.428,32.8473,0,0,0
+69226235713.0ns,22,24,1020325,68.2752,69.2262,33.049,0,0,0
