#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2256253570.0ns,22,0,480837,1.40057,2.25625,8,0,0,0
+3119289284.0ns,22,1,521374,2.25625,3.11929,15.137,0,0,0
+4028307141.0ns,22,2,743066,3.11929,4.02831,22.2279,0,2,0
+5567539284.0ns,22,3,4025629,4.02831,5.56754,28.6887,0,5,0
+7145021427.0ns,22,4,4206543,5.56754,7.14502,35.1112,0,5,0
+13451557141.0ns,22,5,2242387,12.2563,13.4516,36.8047,0,5,0
+21746985713.0ns,22,6,3755393,20.2563,21.747,36.5093,0,5,0
+29491646426.0ns,22,7,2474643,28.2563,29.4916,36.7646,0,5,0
