#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2230908319.0ns,22,0,480837,1.39637,2.23091,8,0,0,0
+3066312479.0ns,22,1,521374,2.23091,3.06631,15.1646,0,0,0
+3854024959.0ns,22,2,301516,3.06631,3.85402,22.3769,0,0,0
+4665608319.0ns,22,3,448068,3.85402,4.66561,29.5653,0,0,0
+5475512479.0ns,22,4,445850,4.66561,5.47551,36.7554,0,0,0
+13016912479.0ns,22,5,333695,12.2309,13.0169,37.214,0,0,0
+21041008319.0ns,22,6,415766,20.2309,21.041,37.1899,0,0,0
+29018708319.0ns,22,7,230473,28.2309,29.0187,37.2122,0,0,0
