#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2151235713.0ns,22,0,130550,1.39975,2.15124,4,0,0,0
+2978985713.0ns,22,1,349519,2.15124,2.97899,7.17225,0,0,0
+3859235713.0ns,22,2,718790,2.97899,3.85924,10.292,0,2,0
+4818735713.0ns,22,3,1071812,3.85924,4.81874,13.3325,0,4,0
+5876003570.0ns,22,4,1551364,4.81874,5.876,16.2752,0,5,0
+6730735713.0ns,22,5,581276,5.876,6.73074,19.4205,0,5,0
+7690753570.0ns,22,6,1077210,6.73074,7.69075,22.4605,0,5,0
+9013896426.0ns,22,7,2947651,7.69075,9.0139,25.1373,0,5,0
+10198771427.0ns,22,8,2231954,9.0139,10.1988,27.9525,0,5,0
+11336289284.0ns,22,9,1973821,10.1988,11.3363,30.8149,0,5,0
+13109985713.0ns,22,10,1110053,12.1512,13.11,33.0412,0,5,0
+17136914283.0ns,22,11,1131566,16.1512,17.1369,33.0143,0,5,0
+21185253570.0ns,22,12,1411867,20.1512,21.1853,32.966,0,5,0
+25368235713.0ns,22,13,2342758,24.1512,25.3682,32.783,0,5,0
+29261860712.0ns,22,14,1849212,28.1512,29.2619,32.8894,0,5,0
+33033307141.0ns,22,15,624663,32.1512,33.0333,33.1179,0,5,0
+37098682140.0ns,22,16,869686,36.1512,37.0987,33.0526,0,5,0
+41286735713.0ns,22,17,1991788,40.1512,41.2867,32.8645,0,5,0
+45210253570.0ns,22,18,1529997,44.1512,45.2103,32.941,0,5,0
+49318253570.0ns,22,19,2096269,48.1512,49.3183,32.833,0,5,0
+53744396426.0ns,22,20,4306089,52.1512,53.7444,32.4068,0,5,0
+57291521427.0ns,22,21,1944846,56.1512,57.2915,32.8597,0,5,0
+61010735713.0ns,22,22,572542,60.1512,61.0107,33.1405,0,5,0
+65192735713.0ns,22,23,1479681,64.1512,65.1927,32.9585,0,5,0
+69029253570.0ns,22,24,606006,68.1512,69.0293,33.122,0,5,0
