#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2155985713.0ns,22,0,130550,1.39975,2.15599,4,0,0,0
+2984485713.0ns,22,1,349519,2.15599,2.98449,7.1715,0,0,0
+3871253570.0ns,22,2,718790,2.98449,3.87125,10.2847,0,2,0
+4827985713.0ns,22,3,1071812,3.87125,4.82799,13.328,0,4,0
+5888235713.0ns,22,4,1551364,4.82799,5.88824,16.2677,0,5,0
+6747985713.0ns,22,5,581276,5.88824,6.74799,19.408,0,5,0
+7708985713.0ns,22,6,1077210,6.74799,7.70899,22.447,0,5,0
+9024735713.0ns,22,7,2947651,7.70899,9.02474,25.1313,0,5,0
+10217235713.0ns,22,8,2231954,9.02474,10.2172,27.9387,0,5,0
+11354485713.0ns,22,9,1973821,10.2172,11.3545,30.8015,0,5,0
+13120003570.0ns,22,10,1110053,12.156,13.12,33.036,0,5,0
+17139735713.0ns,22,11,1131566,16.156,17.1397,33.0162,0,5,0
+21192485713.0ns,22,12,1411867,20.156,21.1925,32.9635,0,5,0
+25375485713.0ns,22,13,2342758,24.156,25.3755,32.7805,0,5,0
+29267985713.0ns,22,14,1849212,28.156,29.268,32.888,0,5,0
+33033735713.0ns,22,15,624663,32.156,33.0337,33.1223,0,5,0
+37107735713.0ns,22,16,869686,36.156,37.1077,33.0483,0,5,0
+41293235713.0ns,22,17,1991788,40.156,41.2932,32.8627,0,5,0
+45210485713.0ns,22,18,1529997,44.156,45.2105,32.9455,0,5,0
+49313485713.0ns,22,19,2096269,48.156,49.3135,32.8425,0,5,0
+53743985713.0ns,22,20,4306089,52.156,53.744,32.412,0,5,0
+57288521427.0ns,22,21,1944846,56.156,57.2885,32.8675,0,5,0
+61010503570.0ns,22,22,572542,60.156,61.0105,33.1455,0,5,0
+65192735713.0ns,22,23,1479681,64.156,65.1927,32.9633,0,5,0
+69034985713.0ns,22,24,606006,68.156,69.035,33.121,0,5,0
