#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2156253570.0ns,22,0,130550,1.40002,2.15625,4,0,0,0
+2984860712.0ns,22,1,349519,2.15625,2.98486,7.17139,0,0,0
+3795771427.0ns,22,2,299613,2.98486,3.79577,10.3605,0,0,0
+4586574998.0ns,22,3,220993,3.79577,4.58657,13.5697,0,0,0
+5392539284.0ns,22,4,219634,4.58657,5.39254,16.7637,0,0,0
+6122128569.0ns,22,5,81114,5.39254,6.12213,20.0341,0,0,0
+6882842855.0ns,22,6,139234,6.12213,6.88284,23.2734,0,0,0
+7710396426.0ns,22,7,308066,6.88284,7.7104,26.4459,0,0,0
+8517932140.0ns,22,8,234912,7.7104,8.51793,29.6383,0,0,0
+9303074998.0ns,22,9,210170,8.51793,9.30307,32.8532,0,0,0
+12943021427.0ns,22,10,177609,12.1563,12.943,33.2132,0,0,0
+18825610712.0ns,22,11,155318,16.1563,18.8256,31.3306,0,0,0
+21101664283.0ns,22,12,158447,20.1563,21.1017,33.0546,0,0,0
+24961271427.0ns,22,13,256551,24.1563,24.9613,33.195,0,0,0
+29111999999.0ns,22,14,151129,28.1563,29.112,33.0443,0,0,0
+33038999999.0ns,22,15,78576,32.1563,33.039,33.1173,0,0,0
+37040999999.0ns,22,16,98400,36.1563,37.041,33.1153,0,0,0
+41118999999.0ns,22,17,214461,40.1563,41.119,33.0373,0,0,0
+44936842855.0ns,22,18,166743,44.1563,44.9368,33.2194,0,0,0
+48958789284.0ns,22,19,228465,48.1563,48.9588,33.1975,0,0,0
+52986485713.0ns,22,20,417897,52.1563,52.9865,33.1698,0,0,0
+56946039284.0ns,22,21,202940,56.1563,56.946,33.2102,0,0,0
+60859253570.0ns,22,22,65400,60.1563,60.8593,33.297,0,0,0
+64911074998.0ns,22,23,112487,64.1563,64.9111,33.2452,0,0,0
+68994557141.0ns,22,24,73380,68.1563,68.9946,33.1617,0,0,0
