#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2156235713.0ns,22,0,130550,1.39974,2.15624,4,0,0,0
+4201485713.0ns,22,1,6667126,2.15624,4.20149,5.95475,0,5,0
+5582253570.0ns,22,2,3211901,4.20149,5.58225,8.57398,0,5,0
+6638735713.0ns,22,3,1639262,5.58225,6.63874,11.5175,0,5,0
+7690235713.0ns,22,4,1551364,6.63874,7.69024,14.466,0,5,0
+8549235713.0ns,22,5,581276,7.69024,8.54924,17.607,0,5,0
+9506771427.0ns,22,6,1077210,8.54924,9.50677,20.6495,0,5,0
+10815735713.0ns,22,7,2947651,9.50677,10.8157,23.3405,0,5,0
+11997485713.0ns,22,8,2231954,10.8157,11.9975,26.1588,0,5,0
+13127682140.0ns,22,9,1973821,11.9975,13.1277,29.0286,0,5,0
+14081735713.0ns,22,10,1110053,13.1277,14.0817,32.0745,0,5,0
+17136235713.0ns,22,11,1131566,16.1562,17.1362,33.02,0,5,0
+21189503570.0ns,22,12,1411867,20.1562,21.1895,32.9667,0,5,0
+25360735713.0ns,22,13,2342758,24.1562,25.3607,32.7955,0,5,0
+29262735713.0ns,22,14,1849212,28.1562,29.2627,32.8935,0,5,0
+33034485713.0ns,22,15,624663,32.1562,33.0345,33.1217,0,5,0
+37084824998.0ns,22,16,869686,36.1562,37.0848,33.0714,0,5,0
+41291235713.0ns,22,17,1991788,40.1562,41.2912,32.865,0,5,0
+45214985713.0ns,22,18,1529997,44.1562,45.215,32.9412,0,5,0
+49311485713.0ns,22,19,2096269,48.1562,49.3115,32.8447,0,5,0
+53743735713.0ns,22,20,4306089,52.1562,53.7437,32.4125,0,5,0
+57285485713.0ns,22,21,1944846,56.1562,57.2855,32.8708,0,5,0
+61009932140.0ns,22,22,572542,60.1562,61.0099,33.1463,0,5,0
+65189271427.0ns,22,23,1479681,64.1562,65.1893,32.967,0,5,0
+69034235713.0ns,22,24,606006,68.1562,69.0342,33.122,0,5,0
