#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2164289284.0ns,22,0,130550,1.40065,2.16429,4,0,0,0
+3005057141.0ns,22,1,349519,2.16429,3.00506,7.15923,0,0,0
+3956235713.0ns,22,2,718790,3.00506,3.95624,10.2081,0,2,0
+5014824998.0ns,22,3,1071812,3.95624,5.01482,13.1495,0,4,0
+6216646426.0ns,22,4,1551364,5.01482,6.21665,15.9476,0,5,0
+7127342855.0ns,22,5,581276,6.21665,7.12734,19.0369,0,5,0
+8187664283.0ns,22,6,1077210,7.12734,8.18766,21.9766,0,5,0
+9811735713.0ns,22,7,2947651,8.18766,9.81174,24.3526,0,5,0
+11221074998.0ns,22,8,2231954,9.81174,11.2211,26.9432,0,5,0
+12554342855.0ns,22,9,1973821,11.2211,12.5543,29.6099,0,5,0
+13624057141.0ns,22,10,1110053,12.5543,13.6241,32.5402,0,5,0
+17240985713.0ns,22,11,1131566,16.1643,17.241,32.9233,0,5,0
+21326039284.0ns,22,12,1411867,20.1643,21.326,32.8383,0,5,0
+25606628569.0ns,22,13,2342758,24.1643,25.6066,32.5577,0,5,0
+29457057141.0ns,22,14,1849212,28.1643,29.4571,32.7072,0,5,0
+33088539284.0ns,22,15,624663,32.1643,33.0885,33.0757,0,5,0
+37161860712.0ns,22,16,869686,36.1643,37.1619,33.0024,0,5,0
+41500914283.0ns,22,17,1991788,40.1643,41.5009,32.6634,0,5,0
+45362003570.0ns,22,18,1529997,44.1643,45.362,32.8023,0,5,0
+49531342855.0ns,22,19,2096269,48.1643,49.5313,32.6329,0,5,0
+54198860712.0ns,22,20,4306089,52.1643,54.1989,31.9654,0,5,0
+57486092855.0ns,22,21,1944846,56.1643,57.4861,32.6782,0,5,0
+61071932140.0ns,22,22,572542,60.1643,61.0719,33.0924,0,5,0
+65345896426.0ns,22,23,1479681,64.1643,65.3459,32.8184,0,5,0
+69082753570.0ns,22,24,606006,68.1643,69.0828,33.0815,0,5,0
