#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152235713.0ns,22,0,130550,1.39974,2.15224,4,0,0,0
+2978735713.0ns,22,1,349519,2.15224,2.97874,7.1735,0,0,0
+3782235713.0ns,22,2,299613,2.97874,3.78224,10.37,0,0,0
+4558235713.0ns,22,3,220993,3.78224,4.55824,13.594,0,0,0
+5332485713.0ns,22,4,219634,4.55824,5.33249,16.8197,0,0,0
+6055985713.0ns,22,5,81114,5.33249,6.05599,20.0963,0,0,0
+6805235713.0ns,22,6,139234,6.05599,6.80524,23.347,0,0,0
+7604985713.0ns,22,7,308066,6.80524,7.60499,26.5472,0,0,0
+8407235713.0ns,22,8,234912,7.60499,8.40724,29.745,0,0,0
+9186735713.0ns,22,9,210170,8.40724,9.18674,32.9655,0,0,0
+12929735713.0ns,22,10,177609,12.1522,12.9297,33.2225,0,0,0
+16927735713.0ns,22,11,155318,16.1522,16.9277,33.2245,0,0,0
+20929485713.0ns,22,12,158447,20.1522,20.9295,33.2227,0,0,0
+24955235713.0ns,22,13,256551,24.1522,24.9552,33.197,0,0,0
+28927003570.0ns,22,14,151129,28.1522,28.927,33.2252,0,0,0
+32877985713.0ns,22,15,78576,32.1522,32.878,33.2743,0,0,0
+36876735713.0ns,22,16,98400,36.1522,36.8767,33.2755,0,0,0
+40927932140.0ns,22,17,214461,40.1522,40.9279,33.2243,0,0,0
+44926503570.0ns,22,18,166743,44.1522,44.9265,33.2257,0,0,0
+48951253570.0ns,22,19,228465,48.1522,48.9513,33.201,0,0,0
+52977485713.0ns,22,20,417897,52.1522,52.9775,33.1748,0,0,0
+56928985713.0ns,22,21,202940,56.1522,56.929,33.2233,0,0,0
+60851735713.0ns,22,22,65400,60.1522,60.8517,33.3005,0,0,0
+64901485713.0ns,22,23,112487,64.1522,64.9015,33.2507,0,0,0
+68876485713.0ns,22,24,73380,68.1522,68.8765,33.2758,0,0,0
