#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2159682140.0ns,22,0,130550,1.40065,2.15968,4,0,0,0
+2988592855.0ns,22,1,349519,2.15968,2.98859,7.17109,0,0,0
+3894592855.0ns,22,2,718790,2.98859,3.89459,10.2651,0,2,0
+4873878569.0ns,22,3,1071812,3.89459,4.87388,13.2858,0,4,0
+5946003570.0ns,22,4,1551364,4.87388,5.946,16.2137,0,5,0
+6820824998.0ns,22,5,581276,5.946,6.82082,19.3389,0,5,0
+7796521427.0ns,22,6,1077210,6.82082,7.79652,22.3632,0,5,0
+9148235713.0ns,22,7,2947651,7.79652,9.14824,25.0114,0,5,0
+10355753570.0ns,22,8,2231954,9.14824,10.3558,27.8039,0,5,0
+11533021427.0ns,22,9,1973821,10.3558,11.533,30.6267,0,5,0
+13147682140.0ns,22,10,1110053,12.1597,13.1477,33.012,0,5,0
+17145164283.0ns,22,11,1131566,16.1597,17.1452,33.0145,0,5,0
+21205824998.0ns,22,12,1411867,20.1597,21.2058,32.9539,0,5,0
+25393289284.0ns,22,13,2342758,24.1597,25.3933,32.7664,0,5,0
+29293896426.0ns,22,14,1849212,28.1597,29.2939,32.8658,0,5,0
+33043592855.0ns,22,15,624663,32.1597,33.0436,33.1161,0,5,0
+37095807141.0ns,22,16,869686,36.1597,37.0958,33.0639,0,5,0
+41320289284.0ns,22,17,1991788,40.1597,41.3203,32.8394,0,5,0
+45228646426.0ns,22,18,1529997,44.1597,45.2286,32.931,0,5,0
+49341146426.0ns,22,19,2096269,48.1597,49.3411,32.8185,0,5,0
+53786824998.0ns,22,20,4306089,52.1597,53.7868,32.3729,0,5,0
+57311003570.0ns,22,21,1944846,56.1597,57.311,32.8487,0,5,0
+61035574998.0ns,22,22,572542,60.1597,61.0356,33.1241,0,5,0
+65221128569.0ns,22,23,1479681,64.1597,65.2211,32.9386,0,5,0
+69040860712.0ns,22,24,606006,68.1597,69.0409,33.1188,0,5,0
