#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2251999999.0ns,22,0,130550,1.441,2.252,4,0,0,0
+3118771427.0ns,22,1,349519,2.252,3.11877,7.13323,0,0,0
+4151999999.0ns,22,2,718790,3.11877,4.152,10.1,0,2,0
+5435999999.0ns,22,3,1071812,4.152,5.436,12.816,0,4,0
+6555324998.0ns,22,4,1551364,5.436,6.55532,15.6967,0,5,0
+7433039284.0ns,22,5,581276,6.55532,7.43304,18.819,0,5,0
+8421646426.0ns,22,6,1077210,7.43304,8.42165,21.8304,0,5,0
+9772664283.0ns,22,7,2947651,8.42165,9.77266,24.4793,0,5,0
+11051164283.0ns,22,8,2231954,9.77266,11.0512,27.2008,0,5,0
+12254628569.0ns,22,9,1973821,11.0512,12.2546,29.9974,0,5,0
+13236735713.0ns,22,10,1110053,12.2546,13.2367,33.0153,0,5,0
+17238414283.0ns,22,11,1131566,16.252,17.2384,33.0136,0,5,0
+21287628569.0ns,22,12,1411867,20.252,21.2876,32.9644,0,5,0
+25502307141.0ns,22,13,2342758,24.252,25.5023,32.7497,0,5,0
+29410164283.0ns,22,14,1849212,28.252,29.4102,32.8418,0,5,0
+33255485713.0ns,22,15,624663,32.252,33.2555,32.9965,0,5,0
+38472999999.0ns,22,16,869686,36.252,38.473,31.779,0,5,0
+42362999999.0ns,22,17,1991788,40.252,42.363,31.889,0,5,0
+45311378569.0ns,22,18,1529997,44.252,45.3114,32.9406,0,5,0
+49420307141.0ns,22,19,2096269,48.252,49.4203,32.8317,0,5,0
+54081999999.0ns,22,20,4306089,52.252,54.082,32.17,0,5,0
+57728999999.0ns,22,21,1944846,56.252,57.729,32.523,0,5,0
+61329999999.0ns,22,22,572542,60.252,61.33,32.922,0,5,0
+68118985713.0ns,22,23,1479681,64.252,68.119,30.133,0,5,0
+70354999999.0ns,22,24,606006,68.252,70.355,31.897,0,5,0
