#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2153485713.0ns,22,0,130550,1.39974,2.15349,4,0,0,0
+2980985713.0ns,22,1,349519,2.15349,2.98099,7.1725,0,0,0
+3784735713.0ns,22,2,299613,2.98099,3.78474,10.3688,0,0,0
+4562985713.0ns,22,3,220993,3.78474,4.56299,13.5905,0,0,0
+5338235713.0ns,22,4,219634,4.56299,5.33824,16.8152,0,0,0
+6061985713.0ns,22,5,81114,5.33824,6.06199,20.0915,0,0,0
+6813003570.0ns,22,6,139234,6.06199,6.813,23.3405,0,0,0
+7614985713.0ns,22,7,308066,6.813,7.61499,26.5385,0,0,0
+8413985713.0ns,22,8,234912,7.61499,8.41399,29.7395,0,0,0
+9188485713.0ns,22,9,210170,8.41399,9.18849,32.965,0,0,0
+12932985713.0ns,22,10,177609,12.1535,12.933,33.2205,0,0,0
+16931985713.0ns,22,11,155318,16.1535,16.932,33.2215,0,0,0
+20927735713.0ns,22,12,158447,20.1535,20.9277,33.2257,0,0,0
+24952985713.0ns,22,13,256551,24.1535,24.953,33.2005,0,0,0
+28927485713.0ns,22,14,151129,28.1535,28.9275,33.226,0,0,0
+32877735713.0ns,22,15,78576,32.1535,32.8777,33.2758,0,0,0
+36882378569.0ns,22,16,98400,36.1535,36.8824,33.2711,0,0,0
+40930985713.0ns,22,17,214461,40.1535,40.931,33.2225,0,0,0
+44927753570.0ns,22,18,166743,44.1535,44.9278,33.2257,0,0,0
+48952503570.0ns,22,19,228465,48.1535,48.9525,33.201,0,0,0
+52978735713.0ns,22,20,417897,52.1535,52.9787,33.1748,0,0,0
+56928235713.0ns,22,21,202940,56.1535,56.9282,33.2253,0,0,0
+60855485713.0ns,22,22,65400,60.1535,60.8555,33.298,0,0,0
+64907253570.0ns,22,23,112487,64.1535,64.9073,33.2462,0,0,0
+68878485713.0ns,22,24,73380,68.1535,68.8785,33.275,0,0,0
