#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2156485713.0ns,22,0,130550,1.40002,2.15649,4,0,0,0
+2983521427.0ns,22,1,349519,2.15649,2.98352,7.17296,0,0,0
+3794610712.0ns,22,2,299613,2.98352,3.79461,10.3619,0,0,0
+4578539284.0ns,22,3,220993,3.79461,4.57854,13.5779,0,0,0
+5364521427.0ns,22,4,219634,4.57854,5.36452,16.792,0,0,0
+6095271427.0ns,22,5,81114,5.36452,6.09527,20.0612,0,0,0
+6851092855.0ns,22,6,139234,6.09527,6.85109,23.3054,0,0,0
+7660271427.0ns,22,7,308066,6.85109,7.66027,26.4962,0,0,0
+8463360712.0ns,22,8,234912,7.66027,8.46336,29.6931,0,0,0
+9243753570.0ns,22,9,210170,8.46336,9.24375,32.9127,0,0,0
+12936414283.0ns,22,10,177609,12.1565,12.9364,33.2201,0,0,0
+16932842855.0ns,22,11,155318,16.1565,16.9328,33.2236,0,0,0
+21101003570.0ns,22,12,158447,20.1565,21.101,33.0555,0,0,0
+27670999999.0ns,22,13,256551,24.1565,27.671,30.4855,0,0,0
+28961360712.0ns,22,14,151129,28.1565,28.9614,33.1951,0,0,0
+32885610712.0ns,22,15,78576,32.1565,32.8856,33.2709,0,0,0
+36895824998.0ns,22,16,98400,36.1565,36.8958,33.2607,0,0,0
+40937682140.0ns,22,17,214461,40.1565,40.9377,33.2188,0,0,0
+44933878569.0ns,22,18,166743,44.1565,44.9339,33.2226,0,0,0
+48959342855.0ns,22,19,228465,48.1565,48.9593,33.1971,0,0,0
+53020682140.0ns,22,20,417897,52.1565,53.0207,33.1358,0,0,0
+56940914283.0ns,22,21,202940,56.1565,56.9409,33.2156,0,0,0
+60860860712.0ns,22,22,65400,60.1565,60.8609,33.2956,0,0,0
+64909735713.0ns,22,23,112487,64.1565,64.9097,33.2467,0,0,0
+68884235713.0ns,22,24,73380,68.1565,68.8842,33.2722,0,0,0
