#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2153235713.0ns,22,0,130550,1.39974,2.15324,4,0,0,0
+2980235713.0ns,22,1,349519,2.15324,2.98024,7.173,0,0,0
+3787003570.0ns,22,2,299613,2.98024,3.787,10.3662,0,0,0
+4563235713.0ns,22,3,220993,3.787,4.56324,13.59,0,0,0
+5339735713.0ns,22,4,219634,4.56324,5.33974,16.8135,0,0,0
+6063485713.0ns,22,5,81114,5.33974,6.06349,20.0897,0,0,0
+6812735713.0ns,22,6,139234,6.06349,6.81274,23.3405,0,0,0
+7614503570.0ns,22,7,308066,6.81274,7.6145,26.5387,0,0,0
+8413235713.0ns,22,8,234912,7.6145,8.41324,29.74,0,0,0
+9187735713.0ns,22,9,210170,8.41324,9.18774,32.9655,0,0,0
+12928485713.0ns,22,10,177609,12.1532,12.9285,33.2248,0,0,0
+16929485713.0ns,22,11,155318,16.1532,16.9295,33.2238,0,0,0
+20931735713.0ns,22,12,158447,20.1532,20.9317,33.2215,0,0,0
+24955985713.0ns,22,13,256551,24.1532,24.956,33.1972,0,0,0
+28927235713.0ns,22,14,151129,28.1532,28.9272,33.226,0,0,0
+32883021427.0ns,22,15,78576,32.1532,32.883,33.2702,0,0,0
+36881932140.0ns,22,16,98400,36.1532,36.8819,33.2713,0,0,0
+40932235713.0ns,22,17,214461,40.1532,40.9322,33.221,0,0,0
+44932003570.0ns,22,18,166743,44.1532,44.932,33.2212,0,0,0
+48954003570.0ns,22,19,228465,48.1532,48.954,33.1992,0,0,0
+52981485713.0ns,22,20,417897,52.1532,52.9815,33.1718,0,0,0
+56932235713.0ns,22,21,202940,56.1532,56.9322,33.221,0,0,0
+60854735713.0ns,22,22,65400,60.1532,60.8547,33.2985,0,0,0
+64905235713.0ns,22,23,112487,64.1532,64.9052,33.248,0,0,0
+68879735713.0ns,22,24,73380,68.1532,68.8797,33.2735,0,0,0
