#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2149735713.0ns,22,0,130550,1.39974,2.14974,4,0,0,0
+2974735713.0ns,22,1,349519,2.14974,2.97474,7.175,0,0,0
+3851503570.0ns,22,2,718790,2.97474,3.8515,10.2982,0,2,0
+4802485713.0ns,22,3,1071812,3.8515,4.80249,13.3473,0,4,0
+5853985713.0ns,22,4,1551364,4.80249,5.85399,16.2958,0,5,0
+6704485713.0ns,22,5,581276,5.85399,6.70449,19.4453,0,5,0
+7655485713.0ns,22,6,1077210,6.70449,7.65549,22.4943,0,5,0
+8960485713.0ns,22,7,2947651,7.65549,8.96049,25.1893,0,5,0
+10140235713.0ns,22,8,2231954,8.96049,10.1402,28.0095,0,5,0
+11267485713.0ns,22,9,1973821,10.1402,11.2675,30.8822,0,5,0
+13101753570.0ns,22,10,1110053,12.1497,13.1018,33.048,0,5,0
+17125735713.0ns,22,11,1131566,16.1497,17.1257,33.024,0,5,0
+21176485713.0ns,22,12,1411867,20.1497,21.1765,32.9733,0,5,0
+25354485713.0ns,22,13,2342758,24.1497,25.3545,32.7953,0,5,0
+29252735713.0ns,22,14,1849212,28.1497,29.2527,32.897,0,5,0
+33024753570.0ns,22,15,624663,32.1497,33.0248,33.125,0,5,0
+37075235713.0ns,22,16,869686,36.1497,37.0752,33.0745,0,5,0
+41279003570.0ns,22,17,1991788,40.1497,41.279,32.8707,0,5,0
+45205235713.0ns,22,18,1529997,44.1497,45.2052,32.9445,0,5,0
+49302985713.0ns,22,19,2096269,48.1497,49.303,32.8468,0,5,0
+53732235713.0ns,22,20,4306089,52.1497,53.7322,32.4175,0,5,0
+57277485713.0ns,22,21,1944846,56.1497,57.2775,32.8723,0,5,0
+61000485713.0ns,22,22,572542,60.1497,61.0005,33.1493,0,5,0
+65177003570.0ns,22,23,1479681,64.1497,65.177,32.9727,0,5,0
+69026735713.0ns,22,24,606006,68.1497,69.0267,33.123,0,5,0
