#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152021427.0ns,22,0,130550,1.39974,2.15202,4,0,0,0
+4264842855.0ns,22,1,6667126,2.15202,4.26484,5.88718,0,5,0
+5648521427.0ns,22,2,3211901,4.26484,5.64852,8.5035,0,5,0
+6711021427.0ns,22,3,1639262,5.64852,6.71102,11.441,0,5,0
+7768485713.0ns,22,4,1551364,6.71102,7.76849,14.3835,0,5,0
+8624985713.0ns,22,5,581276,7.76849,8.62499,17.527,0,5,0
+9582985713.0ns,22,6,1077210,8.62499,9.58299,20.569,0,5,0
+10897432140.0ns,22,7,2947651,9.58299,10.8974,23.2546,0,5,0
+12086735713.0ns,22,8,2231954,10.8974,12.0867,26.0653,0,5,0
+13224271427.0ns,22,9,1973821,12.0867,13.2243,28.9277,0,5,0
+14182235713.0ns,22,10,1110053,13.2243,14.1822,31.9698,0,5,0
+17132432140.0ns,22,11,1131566,16.152,17.1324,33.0196,0,5,0
+21186503570.0ns,22,12,1411867,20.152,21.1865,32.9655,0,5,0
+25367610712.0ns,22,13,2342758,24.152,25.3676,32.7844,0,5,0
+29292985713.0ns,22,14,1849212,28.152,29.293,32.859,0,5,0
+33034003570.0ns,22,15,624663,32.152,33.034,33.118,0,5,0
+37081735713.0ns,22,16,869686,36.152,37.0817,33.0703,0,5,0
+41287235713.0ns,22,17,1991788,40.152,41.2872,32.8648,0,5,0
+45208789284.0ns,22,18,1529997,44.152,45.2088,32.9432,0,5,0
+49319503570.0ns,22,19,2096269,48.152,49.3195,32.8325,0,5,0
+53749753570.0ns,22,20,4306089,52.152,53.7498,32.4023,0,5,0
+57290735713.0ns,22,21,1944846,56.152,57.2907,32.8613,0,5,0
+61011485713.0ns,22,22,572542,60.152,61.0115,33.1405,0,5,0
+65188735713.0ns,22,23,1479681,64.152,65.1887,32.9633,0,5,0
+69031235713.0ns,22,24,606006,68.152,69.0312,33.1208,0,5,0
