#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,IsLinkUp,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw,distfromcell
59,59.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
60,60.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
61,61.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
62,62.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
63,63.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
64,64.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
65,65.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
66,66.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
67,67.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
68,68.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
69,69.9,1.32815e+06,60760,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
70,70.9,6.21546e+06,275392,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
71,71.9,6.21818e+06,275392,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
72,72.9,6.29146e+06,278720,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
73,73.9,6.21347e+06,274976,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
74,74.9,6.21619e+06,275392,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
75,75.9,481768,22048,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
76,76.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
77,77.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
78,78.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
79,79.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
80,80.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
81,81.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
82,82.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
83,83.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
84,84.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
85,85.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
86,86.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
87,87.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
88,88.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
89,89.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
90,90.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
91,91.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
92,92.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
93,93.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
94,94.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
95,95.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
96,96.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
97,97.9,0,0,13,0,0,830,333,32,0,30309,5,0,IDLE_START,0,0
