#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2149735713.0ns,22,0,130550,1.39974,2.14974,4,0,0,0
+4188235713.0ns,22,1,6667126,2.14974,4.18824,5.9615,0,5,0
+5568753570.0ns,22,2,3211901,4.18824,5.56875,8.58098,0,5,0
+6621735713.0ns,22,3,1639262,5.56875,6.62174,11.528,0,5,0
+7673235713.0ns,22,4,1551364,6.62174,7.67324,14.4765,0,5,0
+8523985713.0ns,22,5,581276,7.67324,8.52399,17.6258,0,5,0
+9477485713.0ns,22,6,1077210,8.52399,9.47749,20.6722,0,5,0
+10785985713.0ns,22,7,2947651,9.47749,10.786,23.3637,0,5,0
+11966485713.0ns,22,8,2231954,10.786,11.9665,26.1833,0,5,0
+13097985713.0ns,22,9,1973821,11.9665,13.098,29.0517,0,5,0
+14052235713.0ns,22,10,1110053,13.098,14.0522,32.0975,0,5,0
+17125735713.0ns,22,11,1131566,16.1497,17.1257,33.024,0,5,0
+21178235713.0ns,22,12,1411867,20.1497,21.1782,32.9715,0,5,0
+25353735713.0ns,22,13,2342758,24.1497,25.3537,32.796,0,5,0
+29253985713.0ns,22,14,1849212,28.1497,29.254,32.8957,0,5,0
+33027235713.0ns,22,15,624663,32.1497,33.0272,33.1225,0,5,0
+37075235713.0ns,22,16,869686,36.1497,37.0752,33.0745,0,5,0
+41277985713.0ns,22,17,1991788,40.1497,41.278,32.8717,0,5,0
+45203485713.0ns,22,18,1529997,44.1497,45.2035,32.9462,0,5,0
+49302985713.0ns,22,19,2096269,48.1497,49.303,32.8468,0,5,0
+53735485713.0ns,22,20,4306089,52.1497,53.7355,32.4143,0,5,0
+57279485713.0ns,22,21,1944846,56.1497,57.2795,32.8702,0,5,0
+61003735713.0ns,22,22,572542,60.1497,61.0037,33.146,0,5,0
+65177003570.0ns,22,23,1479681,64.1497,65.177,32.9727,0,5,0
+69024735713.0ns,22,24,606006,68.1497,69.0247,33.125,0,5,0
