#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2158485713.0ns,22,0,130550,1.40074,2.15849,4,0,0,0
+2990985713.0ns,22,1,349519,2.15849,2.99099,7.1675,0,0,0
+3900985713.0ns,22,2,718790,2.99099,3.90099,10.2575,0,2,0
+4860664283.0ns,22,3,1071812,3.90099,4.86066,13.2978,0,4,0
+5928914283.0ns,22,4,1551364,4.86066,5.92891,16.2296,0,5,0
+6789735713.0ns,22,5,581276,5.92891,6.78974,19.3687,0,5,0
+7773235713.0ns,22,6,1077210,6.78974,7.77324,22.3852,0,5,0
+9151735713.0ns,22,7,2947651,7.77324,9.15174,25.0068,0,5,0
+10389574998.0ns,22,8,2231954,9.15174,10.3896,27.7689,0,5,0
+11534003570.0ns,22,9,1973821,10.3896,11.534,30.6245,0,5,0
+13122003570.0ns,22,10,1110053,12.1585,13.122,33.0365,0,5,0
+17171235713.0ns,22,11,1131566,16.1585,17.1712,32.9873,0,5,0
+21204985713.0ns,22,12,1411867,20.1585,21.205,32.9535,0,5,0
+25381789284.0ns,22,13,2342758,24.1585,25.3818,32.7767,0,5,0
+29277003570.0ns,22,14,1849212,28.1585,29.277,32.8815,0,5,0
+33040646426.0ns,22,15,624663,32.1585,33.0406,33.1178,0,5,0
+37094324998.0ns,22,16,869686,36.1585,37.0943,33.0642,0,5,0
+41325485713.0ns,22,17,1991788,40.1585,41.3255,32.833,0,5,0
+45221485713.0ns,22,18,1529997,44.1585,45.2215,32.937,0,5,0
+49328003570.0ns,22,19,2096269,48.1585,49.328,32.8305,0,5,0
+53768182140.0ns,22,20,4306089,52.1585,53.7682,32.3903,0,5,0
+57324324998.0ns,22,21,1944846,56.1585,57.3243,32.8342,0,5,0
+61021753570.0ns,22,22,572542,60.1585,61.0218,33.1367,0,5,0
+65196735713.0ns,22,23,1479681,64.1585,65.1967,32.9618,0,5,0
+69042485713.0ns,22,24,606006,68.1585,69.0425,33.116,0,5,0
