#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2150985713.0ns,22,0,130550,1.39974,2.15099,4,0,0,0
+2974985713.0ns,22,1,349519,2.15099,2.97499,7.176,0,0,0
+3774735713.0ns,22,2,299613,2.97499,3.77474,10.3763,0,0,0
+4548985713.0ns,22,3,220993,3.77474,4.54899,13.602,0,0,0
+5327235713.0ns,22,4,219634,4.54899,5.32724,16.8238,0,0,0
+6054146426.0ns,22,5,81114,5.32724,6.05415,20.0968,0,0,0
+6805985713.0ns,22,6,139234,6.05415,6.80599,23.345,0,0,0
+7607235713.0ns,22,7,308066,6.80599,7.60724,26.5437,0,0,0
+8409235713.0ns,22,8,234912,7.60724,8.40924,29.7417,0,0,0
+9183735713.0ns,22,9,210170,8.40924,9.18374,32.9672,0,0,0
+12927092855.0ns,22,10,177609,12.151,12.9271,33.2239,0,0,0
+16925235713.0ns,22,11,155318,16.151,16.9252,33.2257,0,0,0
+20925235713.0ns,22,12,158447,20.151,20.9252,33.2257,0,0,0
+24950485713.0ns,22,13,256551,24.151,24.9505,33.2005,0,0,0
+28925985713.0ns,22,14,151129,28.151,28.926,33.225,0,0,0
+32876485713.0ns,22,15,78576,32.151,32.8765,33.2745,0,0,0
+36876485713.0ns,22,16,98400,36.151,36.8765,33.2745,0,0,0
+40930485713.0ns,22,17,214461,40.151,40.9305,33.2205,0,0,0
+44926253570.0ns,22,18,166743,44.151,44.9263,33.2247,0,0,0
+48951003570.0ns,22,19,228465,48.151,48.951,33.2,0,0,0
+52978485713.0ns,22,20,417897,52.151,52.9785,33.1725,0,0,0
+56925735713.0ns,22,21,202940,56.151,56.9257,33.2253,0,0,0
+60850485713.0ns,22,22,65400,60.151,60.8505,33.3005,0,0,0
+64900235713.0ns,22,23,112487,64.151,64.9002,33.2507,0,0,0
+68875235713.0ns,22,24,73380,68.151,68.8752,33.2758,0,0,0
