#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2157110712.0ns,22,0,130550,1.40057,2.15711,4,0,0,0
+2986110712.0ns,22,1,349519,2.15711,2.98611,7.171,0,0,0
+3884146426.0ns,22,2,718790,2.98611,3.88415,10.273,0,2,0
+4851539284.0ns,22,3,1071812,3.88415,4.85154,13.3056,0,4,0
+5912182140.0ns,22,4,1551364,4.85154,5.91218,16.2449,0,5,0
+6784092855.0ns,22,5,581276,5.91218,6.78409,19.373,0,5,0
+7752503570.0ns,22,6,1077210,6.78409,7.7525,22.4046,0,5,0
+9081610712.0ns,22,7,2947651,7.7525,9.08161,25.0755,0,5,0
+10274092855.0ns,22,8,2231954,9.08161,10.2741,27.883,0,5,0
+11416860712.0ns,22,9,1973821,10.2741,11.4169,30.7402,0,5,0
+13131307141.0ns,22,10,1110053,12.1571,13.1313,33.0258,0,5,0
+17137735713.0ns,22,11,1131566,16.1571,17.1377,33.0194,0,5,0
+21191485713.0ns,22,12,1411867,20.1571,21.1915,32.9656,0,5,0
+25371342855.0ns,22,13,2342758,24.1571,25.3713,32.7858,0,5,0
+29275164283.0ns,22,14,1849212,28.1571,29.2752,32.8819,0,5,0
+33039253570.0ns,22,15,624663,32.1571,33.0393,33.1179,0,5,0
+37087057141.0ns,22,16,869686,36.1571,37.0871,33.0701,0,5,0
+41302628569.0ns,22,17,1991788,40.1571,41.3026,32.8545,0,5,0
+45214342855.0ns,22,18,1529997,44.1571,45.2143,32.9428,0,5,0
+49323557141.0ns,22,19,2096269,48.1571,49.3236,32.8336,0,5,0
+53751360712.0ns,22,20,4306089,52.1571,53.7514,32.4057,0,5,0
+57294503570.0ns,22,21,1944846,56.1571,57.2945,32.8626,0,5,0
+61027592855.0ns,22,22,572542,60.1571,61.0276,33.1295,0,5,0
+65203271427.0ns,22,23,1479681,64.1571,65.2033,32.9538,0,5,0
+69035842855.0ns,22,24,606006,68.1571,69.0358,33.1213,0,5,0
