+2482999999.0ns,22,1,521374,1.448,2.483,8,2.483,0,2.483
+3476999999.0ns,22,2,301516,2.483,3.477,15.006,2.483,0,0
+4510999999.0ns,22,3,448068,3.477,4.511,21.972,2.483,0,0
+5544999999.0ns,22,4,445850,4.511,5.545,28.938,2.483,0,0
+6541999999.0ns,22,5,333695,5.545,6.542,35.941,2.483,0,0
+13520999999.0ns,22,6,415766,12.483,13.521,36.962,2.483,0,0
+21382396426.0ns,22,7,230473,20.483,21.3824,37.1006,2.483,0,0
