#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152771427.0ns,22,0,130550,1.39974,2.15277,4,0,0,0
+2979485713.0ns,22,1,349519,2.15277,2.97949,7.17329,0,0,0
+3782235713.0ns,22,2,299613,2.97949,3.78224,10.3705,0,0,0
+4559039284.0ns,22,3,220993,3.78224,4.55904,13.5937,0,0,0
+5338521427.0ns,22,4,219634,4.55904,5.33852,16.8143,0,0,0
+6064485713.0ns,22,5,81114,5.33852,6.06449,20.0883,0,0,0
+6819503570.0ns,22,6,139234,6.06449,6.8195,23.3333,0,0,0
+7623985713.0ns,22,7,308066,6.8195,7.62399,26.5288,0,0,0
+8424735713.0ns,22,8,234912,7.62399,8.42474,29.728,0,0,0
+9204539284.0ns,22,9,210170,8.42474,9.20454,32.9482,0,0,0
+12933074998.0ns,22,10,177609,12.1528,12.9331,33.2197,0,0,0
+16930735713.0ns,22,11,155318,16.1528,16.9307,33.222,0,0,0
+20929574998.0ns,22,12,158447,20.1528,20.9296,33.2232,0,0,0
+24958485713.0ns,22,13,256551,24.1528,24.9585,33.1943,0,0,0
+28930574998.0ns,22,14,151129,28.1528,28.9306,33.2222,0,0,0
+32878985713.0ns,22,15,78576,32.1528,32.879,33.2738,0,0,0
+36881735713.0ns,22,16,98400,36.1528,36.8817,33.271,0,0,0
+40930985713.0ns,22,17,214461,40.1528,40.931,33.2218,0,0,0
+44929253570.0ns,22,18,166743,44.1528,44.9293,33.2235,0,0,0
+48957289284.0ns,22,19,228465,48.1528,48.9573,33.1955,0,0,0
+52985307141.0ns,22,20,417897,52.1528,52.9853,33.1675,0,0,0
+56933235713.0ns,22,21,202940,56.1528,56.9332,33.2195,0,0,0
+60854985713.0ns,22,22,65400,60.1528,60.855,33.2978,0,0,0
+64906253570.0ns,22,23,112487,64.1528,64.9063,33.2465,0,0,0
+68879985713.0ns,22,24,73380,68.1528,68.88,33.2728,0,0,0
