#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2151432140.0ns,22,0,130550,1.4,2.15143,4,0,0,0
+2977985713.0ns,22,1,349519,2.15143,2.97799,7.17345,0,0,0
+3780485713.0ns,22,2,299613,2.97799,3.78049,10.3709,0,0,0
+4557521427.0ns,22,3,220993,3.78049,4.55752,13.5939,0,0,0
+5334735713.0ns,22,4,219634,4.55752,5.33474,16.8167,0,0,0
+6060414283.0ns,22,5,81114,5.33474,6.06041,20.091,0,0,0
+6811735713.0ns,22,6,139234,6.06041,6.81174,23.3397,0,0,0
+7615735713.0ns,22,7,308066,6.81174,7.61574,26.5357,0,0,0
+8416021427.0ns,22,8,234912,7.61574,8.41602,29.7354,0,0,0
+9193985713.0ns,22,9,210170,8.41602,9.19399,32.9574,0,0,0
+12927735713.0ns,22,10,177609,12.1514,12.9277,33.2237,0,0,0
+16928485713.0ns,22,11,155318,16.1514,16.9285,33.2229,0,0,0
+20927003570.0ns,22,12,158447,20.1514,20.927,33.2244,0,0,0
+24952985713.0ns,22,13,256551,24.1514,24.953,33.1984,0,0,0
+28927771427.0ns,22,14,151129,28.1514,28.9278,33.2237,0,0,0
+32876985713.0ns,22,15,78576,32.1514,32.877,33.2744,0,0,0
+36877485713.0ns,22,16,98400,36.1514,36.8775,33.2739,0,0,0
+40930039284.0ns,22,17,214461,40.1514,40.93,33.2214,0,0,0
+44927253570.0ns,22,18,166743,44.1514,44.9273,33.2242,0,0,0
+48952057141.0ns,22,19,228465,48.1514,48.9521,33.1994,0,0,0
+52980307141.0ns,22,20,417897,52.1514,52.9803,33.1711,0,0,0
+56928485713.0ns,22,21,202940,56.1514,56.9285,33.2229,0,0,0
+60852235713.0ns,22,22,65400,60.1514,60.8522,33.2992,0,0,0
+64902985713.0ns,22,23,112487,64.1514,64.903,33.2484,0,0,0
+68876735713.0ns,22,24,73380,68.1514,68.8767,33.2747,0,0,0
