#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152878569.0ns,22,0,130550,1.40007,2.15288,4,0,0,0
+2981360712.0ns,22,1,349519,2.15288,2.98136,7.17152,0,0,0
+3785521427.0ns,22,2,299613,2.98136,3.78552,10.3674,0,0,0
+4565003570.0ns,22,3,220993,3.78552,4.565,13.5879,0,0,0
+5349003570.0ns,22,4,219634,4.565,5.349,16.8039,0,0,0
+6075235713.0ns,22,5,81114,5.349,6.07524,20.0776,0,0,0
+6828557141.0ns,22,6,139234,6.07524,6.82856,23.3243,0,0,0
+7638771427.0ns,22,7,308066,6.82856,7.63877,26.5141,0,0,0
+8442164283.0ns,22,8,234912,7.63877,8.44216,29.7107,0,0,0
+9231789284.0ns,22,9,210170,8.44216,9.23179,32.9211,0,0,0
+12935414283.0ns,22,10,177609,12.1529,12.9354,33.2175,0,0,0
+16934360712.0ns,22,11,155318,16.1529,16.9344,33.2185,0,0,0
+20930807141.0ns,22,12,158447,20.1529,20.9308,33.2221,0,0,0
+24954789284.0ns,22,13,256551,24.1529,24.9548,33.1981,0,0,0
+28929539284.0ns,22,14,151129,28.1529,28.9295,33.2233,0,0,0
+32879807141.0ns,22,15,78576,32.1529,32.8798,33.2731,0,0,0
+36881771427.0ns,22,16,98400,36.1529,36.8818,33.2711,0,0,0
+40934610712.0ns,22,17,214461,40.1529,40.9346,33.2183,0,0,0
+44931485713.0ns,22,18,166743,44.1529,44.9315,33.2214,0,0,0
+48957039284.0ns,22,19,228465,48.1529,48.957,33.1958,0,0,0
+52985503570.0ns,22,20,417897,52.1529,52.9855,33.1674,0,0,0
+56933235713.0ns,22,21,202940,56.1529,56.9332,33.2196,0,0,0
+60857271427.0ns,22,22,65400,60.1529,60.8573,33.2956,0,0,0
+64906485713.0ns,22,23,112487,64.1529,64.9065,33.2464,0,0,0
+68940360712.0ns,22,24,73380,68.1529,68.9404,33.2125,0,0,0
