#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2150771427.0ns,22,0,130550,1.39974,2.15077,4,0,0,0
+4196485713.0ns,22,1,6667126,2.15077,4.19649,5.95429,0,5,0
+5582021427.0ns,22,2,3211901,4.19649,5.58202,8.56875,0,5,0
+6638771427.0ns,22,3,1639262,5.58202,6.63877,11.512,0,5,0
+7692753570.0ns,22,4,1551364,6.63877,7.69275,14.458,0,5,0
+8543235713.0ns,22,5,581276,7.69275,8.54324,17.6075,0,5,0
+9498985713.0ns,22,6,1077210,8.54324,9.49899,20.6518,0,5,0
+10810985713.0ns,22,7,2947651,9.49899,10.811,23.3398,0,5,0
+11990235713.0ns,22,8,2231954,10.811,11.9902,26.1605,0,5,0
+13119235713.0ns,22,9,1973821,11.9902,13.1192,29.0315,0,5,0
+14070753570.0ns,22,10,1110053,13.1192,14.0708,32.08,0,5,0
+17126985713.0ns,22,11,1131566,16.1508,17.127,33.0238,0,5,0
+21182735713.0ns,22,12,1411867,20.1508,21.1827,32.968,0,5,0
+25355735713.0ns,22,13,2342758,24.1508,25.3557,32.795,0,5,0
+29256735713.0ns,22,14,1849212,28.1508,29.2567,32.894,0,5,0
+33028003570.0ns,22,15,624663,32.1508,33.028,33.1228,0,5,0
+37077485713.0ns,22,16,869686,36.1508,37.0775,33.0733,0,5,0
+41281021427.0ns,22,17,1991788,40.1508,41.281,32.8698,0,5,0
+45205735713.0ns,22,18,1529997,44.1508,45.2057,32.945,0,5,0
+49306985713.0ns,22,19,2096269,48.1508,49.307,32.8438,0,5,0
+53737985713.0ns,22,20,4306089,52.1508,53.738,32.4128,0,5,0
+57283985713.0ns,22,21,1944846,56.1508,57.284,32.8668,0,5,0
+61004485713.0ns,22,22,572542,60.1508,61.0045,33.1463,0,5,0
+65180985713.0ns,22,23,1479681,64.1508,65.181,32.9698,0,5,0
+69029485713.0ns,22,24,606006,68.1508,69.0295,33.1213,0,5,0
