#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2156414283.0ns,22,0,130550,1.4,2.15641,4,0,0,0
+4224771427.0ns,22,1,6667126,2.15641,4.22477,5.93164,0,5,0
+5605592855.0ns,22,2,3211901,4.22477,5.60559,8.55082,0,5,0
+6674646426.0ns,22,3,1639262,5.60559,6.67465,11.4818,0,5,0
+8131307141.0ns,22,4,1551364,6.67465,8.13131,14.0251,0,5,0
+8978164283.0ns,22,5,436540,8.13131,8.97816,17.1782,0,4,0
+9942146426.0ns,22,6,1077210,8.97816,9.94215,20.2143,0,5,0
+11290521427.0ns,22,7,2947651,9.94215,11.2905,22.8659,0,5,0
+13073592855.0ns,22,8,2231954,11.2905,13.0736,25.0828,0,5,0
+15186057141.0ns,22,9,1973821,13.0736,15.1861,26.9704,0,5,0
+16163271427.0ns,22,10,1110053,15.1861,16.1633,29.9931,0,5,0
+17155110712.0ns,22,11,1131566,16.1633,17.1551,33.0013,0,5,0
+21728932140.0ns,22,12,1411867,20.1564,21.7289,32.4275,0,5,0
+25435271427.0ns,22,13,2342758,24.1564,25.4353,32.7211,0,5,0
+29325896426.0ns,22,14,1849212,28.1564,29.3259,32.8305,0,5,0
+33122999999.0ns,22,15,624663,32.1564,33.123,33.0334,0,5,0
+37089485713.0ns,22,16,869686,36.1564,37.0895,33.0669,0,5,0
+41297860712.0ns,22,17,1991788,40.1564,41.2979,32.8586,0,5,0
+45328074998.0ns,22,18,1529997,44.1564,45.3281,32.8283,0,5,0
+53008253570.0ns,22,19,2096269,48.1564,53.0083,29.1482,0,5,0
+54291682140.0ns,22,20,2690829,53.0083,54.2917,31.8647,0,4,0
+57318878569.0ns,22,21,1944846,56.1564,57.3189,32.8375,0,5,0
+61021092855.0ns,22,22,572542,60.1564,61.0211,33.1353,0,5,0
+65202557141.0ns,22,23,1479681,64.1564,65.2026,32.9539,0,5,0
+69035914283.0ns,22,24,606006,68.1564,69.0359,33.1205,0,5,0
