#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152271427.0ns,22,0,130550,1.39974,2.15227,4,0,0,0
+2979235713.0ns,22,1,349519,2.15227,2.97924,7.17304,0,0,0
+3783253570.0ns,22,2,299613,2.97924,3.78325,10.369,0,0,0
+4561485713.0ns,22,3,220993,3.78325,4.56149,13.5908,0,0,0
+5339235713.0ns,22,4,219634,4.56149,5.33924,16.813,0,0,0
+6063985713.0ns,22,5,81114,5.33924,6.06399,20.0883,0,0,0
+6816824998.0ns,22,6,139234,6.06399,6.81682,23.3354,0,0,0
+7618735713.0ns,22,7,308066,6.81682,7.61874,26.5335,0,0,0
+8420235713.0ns,22,8,234912,7.61874,8.42024,29.732,0,0,0
+9194735713.0ns,22,9,210170,8.42024,9.19474,32.9575,0,0,0
+12926985713.0ns,22,10,177609,12.1523,12.927,33.2253,0,0,0
+16930235713.0ns,22,11,155318,16.1523,16.9302,33.222,0,0,0
+20928735713.0ns,22,12,158447,20.1523,20.9287,33.2235,0,0,0
+24954235713.0ns,22,13,256551,24.1523,24.9542,33.198,0,0,0
+28927503570.0ns,22,14,151129,28.1523,28.9275,33.2248,0,0,0
+32876735713.0ns,22,15,78576,32.1523,32.8767,33.2755,0,0,0
+36876985713.0ns,22,16,98400,36.1523,36.877,33.2753,0,0,0
+40929485713.0ns,22,17,214461,40.1523,40.9295,33.2228,0,0,0
+44929985713.0ns,22,18,166743,44.1523,44.93,33.2223,0,0,0
+48954057141.0ns,22,19,228465,48.1523,48.9541,33.1982,0,0,0
+52980735713.0ns,22,20,417897,52.1523,52.9807,33.1715,0,0,0
+56929235713.0ns,22,21,202940,56.1523,56.9292,33.223,0,0,0
+60852485713.0ns,22,22,65400,60.1523,60.8525,33.2998,0,0,0
+64901735713.0ns,22,23,112487,64.1523,64.9017,33.2505,0,0,0
+68878485713.0ns,22,24,73380,68.1523,68.8785,33.2738,0,0,0
