#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2280485713.0ns,22,0,693362,1.39975,2.28049,4,0,0,0
+4327235713.0ns,22,1,6557208,2.28049,4.32724,5.95325,0,0,0
+6694771427.0ns,22,2,8181970,4.32724,6.69477,7.58571,0,0,0
+8233485713.0ns,22,3,4055664,6.69477,8.23349,10.047,0,0,0
+9689985713.0ns,22,4,3609192,8.23349,9.68999,12.5905,0,0,0
+10594735713.0ns,22,5,789642,9.68999,10.5947,15.6858,0,0,0
+11680735713.0ns,22,6,1641622,10.5947,11.6807,18.5998,0,0,0
+13480539284.0ns,22,7,5338579,11.6807,13.4805,20.7999,0,0,0
+15005039284.0ns,22,8,3978935,13.4805,15.005,23.2754,0,0,0
+19256539284.0ns,22,9,3325662,15.005,19.2565,23.0239,0,0,0
+20418735713.0ns,22,10,2082483,19.2565,20.4187,25.8618,0,0,0
+21574485713.0ns,22,11,2071202,20.4187,21.5745,28.706,0,0,0
+22738485713.0ns,22,12,2091239,21.5745,22.7385,31.542,0,0,0
+25693771427.0ns,22,13,3411598,24.2805,25.6938,32.5867,0,0,0
+29494985713.0ns,22,14,2367108,28.2805,29.495,32.7855,0,0,0
+33162235713.0ns,22,15,728575,32.2805,33.1622,33.1183,0,0,0
+37265021427.0ns,22,16,1228960,36.2805,37.265,33.0155,0,0,0
+41538985713.0ns,22,17,2652889,40.2805,41.539,32.7415,0,0,0
+46843735713.0ns,22,18,2193870,44.2805,46.8437,31.4367,0,0,0
+49667985713.0ns,22,19,3319794,48.2805,49.668,32.6125,0,0,0
+54440735713.0ns,22,20,6680172,52.2805,54.4407,31.8397,0,0,0
+57667735713.0ns,22,21,3296407,56.2805,57.6677,32.6127,0,0,0
+61215735713.0ns,22,22,971579,60.2805,61.2157,33.0647,0,0,0
