#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2149735713.0ns,22,0,130550,1.39974,2.14974,4,0,0,0
+2975485713.0ns,22,1,349519,2.14974,2.97549,7.17425,0,0,0
+3851985713.0ns,22,2,718790,2.97549,3.85199,10.2978,0,2,0
+4802735713.0ns,22,3,1071812,3.85199,4.80274,13.347,0,4,0
+5859235713.0ns,22,4,1551364,4.80274,5.85924,16.2905,0,5,0
+6712735713.0ns,22,5,581276,5.85924,6.71274,19.437,0,5,0
+7663485713.0ns,22,6,1077210,6.71274,7.66349,22.4862,0,5,0
+8968485713.0ns,22,7,2947651,7.66349,8.96849,25.1812,0,5,0
+10146485713.0ns,22,8,2231954,8.96849,10.1465,28.0033,0,5,0
+11276985713.0ns,22,9,1973821,10.1465,11.277,30.8727,0,5,0
+13101503570.0ns,22,10,1110053,12.1497,13.1015,33.0482,0,5,0
+17130235713.0ns,22,11,1131566,16.1497,17.1302,33.0195,0,5,0
+21178485713.0ns,22,12,1411867,20.1497,21.1785,32.9712,0,5,0
+25361003570.0ns,22,13,2342758,24.1497,25.361,32.7887,0,5,0
+29256235713.0ns,22,14,1849212,28.1497,29.2562,32.8935,0,5,0
+33026753570.0ns,22,15,624663,32.1497,33.0268,33.123,0,5,0
+37075235713.0ns,22,16,869686,36.1497,37.0752,33.0745,0,5,0
+41282985713.0ns,22,17,1991788,40.1497,41.283,32.8668,0,5,0
+45204735713.0ns,22,18,1529997,44.1497,45.2047,32.945,0,5,0
+49303735713.0ns,22,19,2096269,48.1497,49.3037,32.846,0,5,0
+53734735713.0ns,22,20,4306089,52.1497,53.7347,32.415,0,5,0
+57277485713.0ns,22,21,1944846,56.1497,57.2775,32.8723,0,5,0
+61003485713.0ns,22,22,572542,60.1497,61.0035,33.1463,0,5,0
+65178253570.0ns,22,23,1479681,64.1497,65.1783,32.9715,0,5,0
+69025235713.0ns,22,24,606006,68.1497,69.0252,33.1245,0,5,0
