#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2154860712.0ns,22,0,130550,1.40004,2.15486,4,0,0,0
+2981610712.0ns,22,1,349519,2.15486,2.98161,7.17325,0,0,0
+3789860712.0ns,22,2,299613,2.98161,3.78986,10.365,0,0,0
+4572628569.0ns,22,3,220993,3.78986,4.57263,13.5822,0,0,0
+5355753570.0ns,22,4,219634,4.57263,5.35575,16.7991,0,0,0
+6082485713.0ns,22,5,81114,5.35575,6.08249,20.0724,0,0,0
+6837557141.0ns,22,6,139234,6.08249,6.83756,23.3173,0,0,0
+7646789284.0ns,22,7,308066,6.83756,7.64679,26.5081,0,0,0
+8449664283.0ns,22,8,234912,7.64679,8.44966,29.7052,0,0,0
+9231414283.0ns,22,9,210170,8.44966,9.23141,32.9234,0,0,0
+12933521427.0ns,22,10,177609,12.1549,12.9335,33.2213,0,0,0
+16931110712.0ns,22,11,155318,16.1549,16.9311,33.2238,0,0,0
+20931432140.0ns,22,12,158447,20.1549,20.9314,33.2234,0,0,0
+24959021427.0ns,22,13,256551,24.1549,24.959,33.1958,0,0,0
+28931360712.0ns,22,14,151129,28.1549,28.9314,33.2235,0,0,0
+32881682140.0ns,22,15,78576,32.1549,32.8817,33.2732,0,0,0
+36883842855.0ns,22,16,98400,36.1549,36.8838,33.271,0,0,0
+40937414283.0ns,22,17,214461,40.1549,40.9374,33.2174,0,0,0
+44933557141.0ns,22,18,166743,44.1549,44.9336,33.2213,0,0,0
+48956039284.0ns,22,19,228465,48.1549,48.956,33.1988,0,0,0
+52991253570.0ns,22,20,417897,52.1549,52.9913,33.1636,0,0,0
+56936324998.0ns,22,21,202940,56.1549,56.9363,33.2185,0,0,0
+60858235713.0ns,22,22,65400,60.1549,60.8582,33.2966,0,0,0
+64907414283.0ns,22,23,112487,64.1549,64.9074,33.2474,0,0,0
+68881182140.0ns,22,24,73380,68.1549,68.8812,33.2737,0,0,0
