#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2150735713.0ns,22,0,130550,1.39974,2.15074,4,0,0,0
+2977235713.0ns,22,1,349519,2.15074,2.97724,7.1735,0,0,0
+3856235713.0ns,22,2,718790,2.97724,3.85624,10.2945,0,2,0
+4807485713.0ns,22,3,1071812,3.85624,4.80749,13.3432,0,4,0
+5862235713.0ns,22,4,1551364,4.80749,5.86224,16.2885,0,5,0
+6712735713.0ns,22,5,581276,5.86224,6.71274,19.438,0,5,0
+7663735713.0ns,22,6,1077210,6.71274,7.66374,22.487,0,5,0
+8968735713.0ns,22,7,2947651,7.66374,8.96874,25.182,0,5,0
+10146735713.0ns,22,8,2231954,8.96874,10.1467,28.004,0,5,0
+11274485713.0ns,22,9,1973821,10.1467,11.2745,30.8762,0,5,0
+13102503570.0ns,22,10,1110053,12.1507,13.1025,33.0482,0,5,0
+17130735713.0ns,22,11,1131566,16.1507,17.1307,33.02,0,5,0
+21181985713.0ns,22,12,1411867,20.1507,21.182,32.9688,0,5,0
+25354235713.0ns,22,13,2342758,24.1507,25.3542,32.7965,0,5,0
+29253735713.0ns,22,14,1849212,28.1507,29.2537,32.897,0,5,0
+33025753570.0ns,22,15,624663,32.1507,33.0258,33.125,0,5,0
+37076235713.0ns,22,16,869686,36.1507,37.0762,33.0745,0,5,0
+41281235713.0ns,22,17,1991788,40.1507,41.2812,32.8695,0,5,0
+45205485713.0ns,22,18,1529997,44.1507,45.2055,32.9453,0,5,0
+49308235713.0ns,22,19,2096269,48.1507,49.3082,32.8425,0,5,0
+53737235713.0ns,22,20,4306089,52.1507,53.7372,32.4135,0,5,0
+57279485713.0ns,22,21,1944846,56.1507,57.2795,32.8713,0,5,0
+61002735713.0ns,22,22,572542,60.1507,61.0027,33.148,0,5,0
+65178003570.0ns,22,23,1479681,64.1507,65.178,32.9727,0,5,0
+69025735713.0ns,22,24,606006,68.1507,69.0257,33.125,0,5,0
