+2249735713.0ns,22,1,521374,1.39974,2.24974,8,2.24974,0,2.24974
+3049485713.0ns,22,2,301516,2.24974,3.04949,15.2003,2.24974,0,0
+3874235713.0ns,22,3,448068,3.04949,3.87424,22.3755,2.24974,0,0
+4699235713.0ns,22,4,445850,3.87424,4.69924,29.5505,2.24974,0,0
+5498985713.0ns,22,5,333695,4.69924,5.49899,36.7507,2.24974,0,0
+13074985713.0ns,22,6,415766,12.2497,13.075,37.1748,2.24974,0,0
+21048985713.0ns,22,7,230473,20.2497,21.049,37.2007,2.24974,0,0
