+2267003570.0ns,22,1,521374,1.40202,2.267,8,2.267,0,2.267
+3080824998.0ns,22,2,301516,2.267,3.08082,15.1862,2.267,0,0
+3918253570.0ns,22,3,448068,3.08082,3.91825,22.3487,2.267,0,0
+4753271427.0ns,22,4,445850,3.91825,4.75327,29.5137,2.267,0,0
+5567307141.0ns,22,5,333695,4.75327,5.56731,36.6997,2.267,0,0
+13317057141.0ns,22,6,415766,12.267,13.3171,36.9499,2.267,0,0
+21259999999.0ns,22,7,230473,20.267,21.26,37.007,2.267,0,0
