#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2464574998.0ns,22,0,693362,1.58224,2.46457,4,0,0,0
+5082485713.0ns,22,1,6557208,2.46457,5.08249,5.38209,0,0,0
+8479985713.0ns,22,2,8181970,5.08249,8.47999,5.98459,0,0,0
+10025896426.0ns,22,3,4055664,8.47999,10.0259,8.43868,0,0,0
+11483574998.0ns,22,4,3609192,10.0259,11.4836,10.981,0,0,0
+12387735713.0ns,22,5,789642,11.4836,12.3877,14.0768,0,0,0
+13451307141.0ns,22,6,1641622,12.3877,13.4513,17.0133,0,0,0
+15252235713.0ns,22,7,5338579,13.4513,15.2522,19.2123,0,0,0
+16772235713.0ns,22,8,3978935,15.2522,16.7722,21.6923,0,0,0
+18193807141.0ns,22,9,3325662,16.7722,18.1938,24.2708,0,0,0
+20244039284.0ns,22,10,2082483,18.1938,20.244,26.2205,0,0,0
