#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2158039284.0ns,22,0,130550,1.40065,2.15804,4,0,0,0
+2986360712.0ns,22,1,349519,2.15804,2.98636,7.17168,0,0,0
+3800378569.0ns,22,2,299613,2.98636,3.80038,10.3577,0,0,0
+4584842855.0ns,22,3,220993,3.80038,4.58484,13.5732,0,0,0
+5511999999.0ns,22,4,219634,4.58484,5.512,16.646,0,0,0
+6386999999.0ns,22,5,81114,5.512,6.387,19.771,0,0,0
+7307999999.0ns,22,6,139234,6.387,7.308,22.85,0,0,0
+8304999999.0ns,22,7,308066,7.308,8.305,25.853,0,0,0
+9206164283.0ns,22,8,234912,8.305,9.20616,28.9519,0,0,0
+10008646426.0ns,22,9,210170,9.20616,10.0086,32.1494,0,0,0
+13116999999.0ns,22,10,177609,12.158,13.117,33.041,0,0,0
+17113999999.0ns,22,11,155318,16.158,17.114,33.044,0,0,0
+21114999999.0ns,22,12,158447,20.158,21.115,33.043,0,0,0
+25153999999.0ns,22,13,256551,24.158,25.154,33.004,0,0,0
+29113999999.0ns,22,14,151129,28.158,29.114,33.044,0,0,0
+33040999999.0ns,22,15,78576,32.158,33.041,33.117,0,0,0
+37042999999.0ns,22,16,98400,36.158,37.043,33.115,0,0,0
+41120999999.0ns,22,17,214461,40.158,41.121,33.037,0,0,0
+45115999999.0ns,22,18,166743,44.158,45.116,33.042,0,0,0
+49150999999.0ns,22,19,228465,48.158,49.151,33.007,0,0,0
+53196999999.0ns,22,20,417897,52.158,53.197,32.961,0,0,0
+57119999999.0ns,22,21,202940,56.158,57.12,33.038,0,0,0
+61004999999.0ns,22,22,65400,60.158,61.005,33.153,0,0,0
+65077999999.0ns,22,23,112487,64.158,65.078,33.08,0,0,0
+69039999999.0ns,22,24,73380,68.158,69.04,33.118,0,0,0
