#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152735713.0ns,22,0,130550,1.39974,2.15274,4,0,0,0
+4195235713.0ns,22,1,6667126,2.15274,4.19524,5.9575,0,5,0
+5581771427.0ns,22,2,3211901,4.19524,5.58177,8.57096,0,5,0
+6637485713.0ns,22,3,1639262,5.58177,6.63749,11.5152,0,5,0
+7690985713.0ns,22,4,1551364,6.63749,7.69099,14.4618,0,5,0
+8545235713.0ns,22,5,581276,7.69099,8.54524,17.6075,0,5,0
+9501735713.0ns,22,6,1077210,8.54524,9.50174,20.651,0,5,0
+10809735713.0ns,22,7,2947651,9.50174,10.8097,23.343,0,5,0
+11986735713.0ns,22,8,2231954,10.8097,11.9867,26.166,0,5,0
+13117985713.0ns,22,9,1973821,11.9867,13.118,29.0347,0,5,0
+14073735713.0ns,22,10,1110053,13.118,14.0737,32.079,0,5,0
+17132735713.0ns,22,11,1131566,16.1527,17.1327,33.02,0,5,0
+21191985713.0ns,22,12,1411867,20.1527,21.192,32.9607,0,5,0
+25362985713.0ns,22,13,2342758,24.1527,25.363,32.7897,0,5,0
+29263735713.0ns,22,14,1849212,28.1527,29.2637,32.889,0,5,0
+33033289284.0ns,22,15,624663,32.1527,33.0333,33.1194,0,5,0
+37084485713.0ns,22,16,869686,36.1527,37.0845,33.0682,0,5,0
+41286003570.0ns,22,17,1991788,40.1527,41.286,32.8667,0,5,0
+45207021427.0ns,22,18,1529997,44.1527,45.207,32.9457,0,5,0
+49310182140.0ns,22,19,2096269,48.1527,49.3102,32.8426,0,5,0
+53757985713.0ns,22,20,4306089,52.1527,53.758,32.3948,0,5,0
+57284021427.0ns,22,21,1944846,56.1527,57.284,32.8687,0,5,0
+61007485713.0ns,22,22,572542,60.1527,61.0075,33.1452,0,5,0
+65183985713.0ns,22,23,1479681,64.1527,65.184,32.9688,0,5,0
+69028985713.0ns,22,24,606006,68.1527,69.029,33.1238,0,5,0
