#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2249235713.0ns,22,0,480837,1.39974,2.24924,8,0,0,0
+3099235713.0ns,22,1,521374,2.24924,3.09924,15.15,0,0,0
+3898985713.0ns,22,2,301516,3.09924,3.89899,22.3502,0,0,0
+4723735713.0ns,22,3,448068,3.89899,4.72374,29.5255,0,0,0
+5548735713.0ns,22,4,445850,4.72374,5.54874,36.7005,0,0,0
+13049485713.0ns,22,5,333695,12.2492,13.0495,37.1998,0,0,0
+21077985713.0ns,22,6,415766,20.2492,21.078,37.1713,0,0,0
+29050985713.0ns,22,7,230473,28.2492,29.051,37.1983,0,0,0
