#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2153271427.0ns,22,0,130550,1.39974,2.15327,4,0,0,0
+2978985713.0ns,22,1,349519,2.15327,2.97899,7.17429,0,0,0
+3858003570.0ns,22,2,718790,2.97899,3.858,10.2953,0,2,0
+4813932140.0ns,22,3,1071812,3.858,4.81393,13.3393,0,4,0
+5871985713.0ns,22,4,1551364,4.81393,5.87199,16.2813,0,5,0
+6728735713.0ns,22,5,581276,5.87199,6.72874,19.4245,0,5,0
+7679985713.0ns,22,6,1077210,6.72874,7.67999,22.4733,0,5,0
+8985235713.0ns,22,7,2947651,7.67999,8.98524,25.168,0,5,0
+10163485713.0ns,22,8,2231954,8.98524,10.1635,27.9898,0,5,0
+11293735713.0ns,22,9,1973821,10.1635,11.2937,30.8595,0,5,0
+13108253570.0ns,22,10,1110053,12.1533,13.1083,33.045,0,5,0
+17137485713.0ns,22,11,1131566,16.1533,17.1375,33.0158,0,5,0
+21184735713.0ns,22,12,1411867,20.1533,21.1847,32.9685,0,5,0
+25356521427.0ns,22,13,2342758,24.1533,25.3565,32.7968,0,5,0
+29265735713.0ns,22,14,1849212,28.1533,29.2657,32.8875,0,5,0
+33032235713.0ns,22,15,624663,32.1533,33.0322,33.121,0,5,0
+37080235713.0ns,22,16,869686,36.1533,37.0802,33.073,0,5,0
+41286235713.0ns,22,17,1991788,40.1533,41.2862,32.867,0,5,0
+45205235713.0ns,22,18,1529997,44.1533,45.2052,32.948,0,5,0
+49307735713.0ns,22,19,2096269,48.1533,49.3077,32.8455,0,5,0
+53741235713.0ns,22,20,4306089,52.1533,53.7412,32.412,0,5,0
+57285253570.0ns,22,21,1944846,56.1533,57.2853,32.868,0,5,0
+61008985713.0ns,22,22,572542,60.1533,61.009,33.1443,0,5,0
+65192271427.0ns,22,23,1479681,64.1533,65.1923,32.961,0,5,0
+69031985713.0ns,22,24,606006,68.1533,69.032,33.1213,0,5,0
