#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2280753570.0ns,22,0,693362,1.39974,2.28075,4,0,0,0
+4547485713.0ns,22,1,6557208,2.28075,4.54749,5.73327,0,0,0
+6891235713.0ns,22,2,8181970,4.54749,6.89124,7.38952,0,0,0
+8428432140.0ns,22,3,4055664,6.89124,8.42843,9.85232,0,0,0
+9894539284.0ns,22,4,3609192,8.42843,9.89454,12.3862,0,0,0
+10798485713.0ns,22,5,789642,9.89454,10.7985,15.4823,0,0,0
+11855253570.0ns,22,6,1641622,10.7985,11.8553,18.4255,0,0,0
+14478485713.0ns,22,7,5338579,11.8553,14.4785,19.8023,0,0,0
+16000485713.0ns,22,8,3978935,14.4785,16.0005,22.2803,0,0,0
+17388164283.0ns,22,9,3325662,16.0005,17.3882,24.8926,0,0,0
+18551735713.0ns,22,10,2082483,17.3882,18.5517,27.729,0,0,0
+19709735713.0ns,22,11,2071202,18.5517,19.7097,30.571,0,0,0
+21438735713.0ns,22,12,2091239,20.2808,21.4387,32.842,0,0,0
+25701503570.0ns,22,13,3411598,24.2808,25.7015,32.5793,0,0,0
+29490985713.0ns,22,14,2367108,28.2808,29.491,32.7898,0,0,0
