#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2150985713.0ns,22,0,130550,1.39975,2.15099,4,0,0,0
+4218539284.0ns,22,1,6667126,2.15099,4.21854,5.93245,0,5,0
+5618271427.0ns,22,2,3211901,4.21854,5.61827,8.53271,0,5,0
+6674735713.0ns,22,3,1639262,5.61827,6.67474,11.4763,0,5,0
+7733985713.0ns,22,4,1551364,6.67474,7.73399,14.417,0,5,0
+8587235713.0ns,22,5,581276,7.73399,8.58724,17.5637,0,5,0
+9545092855.0ns,22,6,1077210,8.58724,9.54509,20.6059,0,5,0
+10862503570.0ns,22,7,2947651,9.54509,10.8625,23.2885,0,5,0
+12050039284.0ns,22,8,2231954,10.8625,12.05,26.1009,0,5,0
+13190253570.0ns,22,9,1973821,12.05,13.1903,28.9607,0,5,0
+14144235713.0ns,22,10,1110053,13.1903,14.1442,32.0067,0,5,0
+17128735713.0ns,22,11,1131566,16.151,17.1287,33.0222,0,5,0
+21180985713.0ns,22,12,1411867,20.151,21.181,32.97,0,5,0
+25365253570.0ns,22,13,2342758,24.151,25.3653,32.7857,0,5,0
+29261985713.0ns,22,14,1849212,28.151,29.262,32.889,0,5,0
+33032021427.0ns,22,15,624663,32.151,33.032,33.119,0,5,0
+37078771427.0ns,22,16,869686,36.151,37.0788,33.0722,0,5,0
+41288735713.0ns,22,17,1991788,40.151,41.2887,32.8623,0,5,0
+45208771427.0ns,22,18,1529997,44.151,45.2088,32.9422,0,5,0
+49319110712.0ns,22,19,2096269,48.151,49.3191,32.8319,0,5,0
+53741735713.0ns,22,20,4306089,52.151,53.7417,32.4093,0,5,0
+57286485713.0ns,22,21,1944846,56.151,57.2865,32.8645,0,5,0
+61005235713.0ns,22,22,572542,60.151,61.0052,33.1457,0,5,0
+65181753570.0ns,22,23,1479681,64.151,65.1818,32.9692,0,5,0
+69031985713.0ns,22,24,606006,68.151,69.032,33.119,0,5,0
