+2257574998.0ns,22,1,521374,1.40065,2.25757,8,2.25757,0,2.25757
+3067664283.0ns,22,2,301516,2.25757,3.06766,15.1899,2.25757,0,0
+3898485713.0ns,22,3,448068,3.06766,3.89849,22.3591,2.25757,0,0
+4726985713.0ns,22,4,445850,3.89849,4.72699,29.5306,2.25757,0,0
+5537860712.0ns,22,5,333695,4.72699,5.53786,36.7197,2.25757,0,0
+13237999999.0ns,22,6,415766,12.2576,13.238,37.0196,2.25757,0,0
+21065289284.0ns,22,7,230473,20.2576,21.0653,37.1923,2.25757,0,0
