#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2249235713.0ns,22,0,480837,1.39974,2.24924,8,0,0,0
+3099985713.0ns,22,1,521374,2.24924,3.09999,15.1493,0,0,0
+3900985713.0ns,22,2,301516,3.09999,3.90099,22.3483,0,0,0
+4728771427.0ns,22,3,448068,3.90099,4.72877,29.5205,0,0,0
+5558985713.0ns,22,4,445850,4.72877,5.55899,36.6902,0,0,0
+13049485713.0ns,22,5,333695,12.2492,13.0495,37.1998,0,0,0
+21075235713.0ns,22,6,415766,20.2492,21.0752,37.174,0,0,0
+29051985713.0ns,22,7,230473,28.2492,29.052,37.1972,0,0,0
