#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2155985713.0ns,22,0,130550,1.40149,2.15599,4,0,0,0
+2987485713.0ns,22,1,349519,2.15599,2.98749,7.1685,0,0,0
+3903289284.0ns,22,2,718790,2.98749,3.90329,10.2527,0,2,0
+4896485713.0ns,22,3,1071812,3.90329,4.89649,13.2595,0,4,0
+6150110712.0ns,22,4,1551364,4.89649,6.15011,16.0059,0,5,0
+7015646426.0ns,22,5,581276,6.15011,7.01565,19.1403,0,5,0
+8025485713.0ns,22,6,1077210,7.01565,8.02549,22.1305,0,5,0
+9408574998.0ns,22,7,2947651,8.02549,9.40857,24.7474,0,5,0
+10623646426.0ns,22,8,2231954,9.40857,10.6236,27.5323,0,5,0
+11792235713.0ns,22,9,1973821,10.6236,11.7922,30.3637,0,5,0
+13120771427.0ns,22,10,1110053,12.156,13.1208,33.0352,0,5,0
+17153360712.0ns,22,11,1131566,16.156,17.1534,33.0026,0,5,0
+21282664283.0ns,22,12,1411867,20.156,21.2827,32.8733,0,5,0
+25744999999.0ns,22,13,2342758,24.156,25.745,32.411,0,5,0
+29339664283.0ns,22,14,1849212,28.156,29.3397,32.8163,0,5,0
+33139999999.0ns,22,15,624663,32.156,33.14,33.016,0,5,0
+37144878569.0ns,22,16,869686,36.156,37.1449,33.0111,0,5,0
+41351074998.0ns,22,17,1991788,40.156,41.3511,32.8049,0,5,0
+45226878569.0ns,22,18,1529997,44.156,45.2269,32.9291,0,5,0
+49347789284.0ns,22,19,2096269,48.156,49.3478,32.8082,0,5,0
+53797896426.0ns,22,20,4306089,52.156,53.7979,32.3581,0,5,0
+57340878569.0ns,22,21,1944846,56.156,57.3409,32.8151,0,5,0
+61062824998.0ns,22,22,572542,60.156,61.0628,33.0932,0,5,0
+65282646426.0ns,22,23,1479681,64.156,65.2826,32.8733,0,5,0
+69073932140.0ns,22,24,606006,68.156,69.0739,33.0821,0,5,0
