#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw
0,1.4,0,0,13,5.53236,-25.576,366.356,27.3986,0,30309,6,9,CONNECTED_NORMALLY,1,100
1,1.41,0,44800,13,-20.5789,25.1585,366.382,27.1994,0,30309,6,9,CONNECTED_NORMALLY,1,100
2,1.42,0,0,13,-20.5789,25.1585,366.176,27.451,0,30309,6,9,CONNECTED_NORMALLY,1,100
3,1.43,44800,128000,13,-20.5789,25.1585,365.97,27.7025,0,30309,6,9,CONNECTED_NORMALLY,1,100
4,1.44,0,0,13,-7.32645,-26.2184,365.769,27.9362,0,30309,6,9,CONNECTED_NORMALLY,1,100
5,1.45,196800,0,13,-7.32645,-26.2184,365.696,27.6741,0,30309,6,9,CONNECTED_NORMALLY,1,100
6,1.46,0,0,13,-7.32645,-26.2184,365.623,27.4119,0,30309,6,9,CONNECTED_NORMALLY,1,100
7,1.47,0,0,13,-7.32645,-26.2184,365.549,27.1497,0,30309,6,9,CONNECTED_NORMALLY,1,100
8,1.48,0,0,13,29.9478,6.69604,365.611,27.0065,0,30309,6,9,CONNECTED_NORMALLY,1,100
9,1.49,0,0,13,29.9478,6.69604,365.91,27.0734,0,30309,6,9,CONNECTED_NORMALLY,1,100
10,1.5,0,0,13,29.9478,6.69604,366.21,27.1404,0,30309,6,9,CONNECTED_NORMALLY,1,100
11,1.51,0,0,13,-41.8877,5.01974,366.435,27.2056,0,30309,6,9,CONNECTED_NORMALLY,1,100
12,1.52,0,0,13,-41.8877,5.01974,366.016,27.2558,0,30309,6,9,CONNECTED_NORMALLY,1,100
13,1.53,0,0,13,-41.8877,5.01974,365.598,27.306,0,30309,6,9,CONNECTED_NORMALLY,1,100
14,1.54,0,0,13,30.5386,4.06224,365.709,27.3492,0,30309,6,9,CONNECTED_NORMALLY,1,100
15,1.55,0,0,13,30.5386,4.06224,366.015,27.3898,0,30309,6,9,CONNECTED_NORMALLY,1,100
16,1.56,0,0,13,30.5386,4.06224,366.32,27.4305,0,30309,6,9,CONNECTED_NORMALLY,1,100
17,1.57,0,0,13,-35.4217,12.6573,366.304,27.5129,0,30309,6,9,CONNECTED_NORMALLY,1,100
18,1.58,0,0,13,-35.4217,12.6573,365.95,27.6395,0,30309,6,9,CONNECTED_NORMALLY,1,100
19,1.59,0,0,13,-35.4217,12.6573,365.596,27.766,0,30309,6,9,CONNECTED_NORMALLY,1,100
20,1.6,0,0,13,-40.5222,-4.14944,365.2,27.7535,0,30309,6,9,CONNECTED_NORMALLY,1,100
21,1.61,0,0,13,-40.5222,-4.14944,364.794,27.712,0,30309,6,9,CONNECTED_NORMALLY,1,100
22,1.62,0,0,13,40.4675,12.8378,364.691,27.7338,0,30309,6,9,CONNECTED_NORMALLY,1,100
23,1.63,0,0,13,40.4675,12.8378,365.096,27.8622,0,30309,6,9,CONNECTED_NORMALLY,1,100
24,1.64,0,0,13,5.14432,-24.7791,365.494,27.984,0,30309,6,9,CONNECTED_NORMALLY,1,100
25,1.65,0,41600,13,5.14432,-24.7791,365.546,27.7362,0,30309,6,9,CONNECTED_NORMALLY,1,100
26,1.66,0,0,13,5.14432,-24.7791,365.597,27.4884,0,30309,6,9,CONNECTED_NORMALLY,1,100
27,1.67,0,0,13,5.14432,-24.7791,365.649,27.2406,0,30309,6,9,CONNECTED_NORMALLY,1,100
