#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw
0,1.4,0,0,11,-19.9138,20.3665,391.324,497.53,0,30309,4,9,CONNECTED_NORMALLY,1,100
1,1.41,0,44800,11,38.4757,25.2824,391.173,497.738,0,30309,4,9,CONNECTED_NORMALLY,1,100
2,1.42,0,0,11,38.4757,25.2824,391.558,497.991,0,30309,4,9,CONNECTED_NORMALLY,1,100
3,1.43,44800,128000,11,38.4757,25.2824,391.942,498.243,0,30309,4,9,CONNECTED_NORMALLY,1,100
4,1.44,0,0,11,3.23054,-24.4474,392.006,498.044,0,30309,4,9,CONNECTED_NORMALLY,1,100
5,1.45,196800,0,11,3.23054,-24.4474,392.039,497.799,0,30309,4,9,CONNECTED_NORMALLY,1,100
6,1.46,0,0,11,3.23054,-24.4474,392.071,497.555,0,30309,4,9,CONNECTED_NORMALLY,1,100
7,1.47,0,0,11,3.23054,-24.4474,392.103,497.31,0,30309,4,9,CONNECTED_NORMALLY,1,100
8,1.48,0,0,11,18.0089,27.8561,392.262,497.513,0,30309,4,9,CONNECTED_NORMALLY,1,100
9,1.49,0,0,11,18.0089,27.8561,392.442,497.792,0,30309,4,9,CONNECTED_NORMALLY,1,100
10,1.5,0,0,11,18.0089,27.8561,392.622,498.07,0,30309,4,9,CONNECTED_NORMALLY,1,100
11,1.51,0,0,11,-29.4619,-1.82219,392.403,498.099,0,30309,4,9,CONNECTED_NORMALLY,1,100
12,1.52,0,0,11,-29.4619,-1.82219,392.109,498.081,0,30309,4,9,CONNECTED_NORMALLY,1,100
13,1.53,0,0,11,-29.4619,-1.82219,391.814,498.063,0,30309,4,9,CONNECTED_NORMALLY,1,100
14,1.54,0,0,11,8.85958,37.5875,391.693,498.223,0,30309,4,9,CONNECTED_NORMALLY,1,100
15,1.55,0,0,11,8.85958,37.5875,391.781,498.599,0,30309,4,9,CONNECTED_NORMALLY,1,100
16,1.56,0,0,11,8.85958,37.5875,391.87,498.975,0,30309,4,9,CONNECTED_NORMALLY,1,100
17,1.57,0,0,11,-11.2277,-22.5894,391.785,498.831,0,30309,4,9,CONNECTED_NORMALLY,1,100
18,1.58,0,0,11,-11.2277,-22.5894,391.673,498.605,0,30309,4,9,CONNECTED_NORMALLY,1,100
19,1.59,0,0,11,-11.2277,-22.5894,391.561,498.38,0,30309,4,9,CONNECTED_NORMALLY,1,100
20,1.6,0,0,11,-11.2277,-22.5894,391.449,498.154,0,30309,4,9,CONNECTED_NORMALLY,1,100
21,1.61,0,0,11,-34.0958,-12.7533,391.131,498.016,0,30309,4,9,CONNECTED_NORMALLY,1,100
22,1.62,0,0,11,-34.0958,-12.7533,390.79,497.889,0,30309,4,9,CONNECTED_NORMALLY,1,100
23,1.63,0,0,11,-40.7312,-26.5882,390.439,497.74,0,30309,4,9,CONNECTED_NORMALLY,1,100
24,1.64,0,0,11,-40.7312,-26.5882,390.031,497.474,0,30309,4,9,CONNECTED_NORMALLY,1,100
25,1.65,0,41600,11,-43.8209,-21.5139,389.621,497.213,0,30309,4,9,CONNECTED_NORMALLY,1,100
26,1.66,0,0,11,-43.8209,-21.5139,389.183,496.998,0,30309,4,9,CONNECTED_NORMALLY,1,100
27,1.67,0,0,11,24.6094,36.3108,388.777,496.81,0,30309,4,9,CONNECTED_NORMALLY,1,100
