#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw
0,1.4,0,0,10,31.1087,16.3129,798.365,335.103,0,30309,3,9,CONNECTED_NORMALLY,1,100
1,1.41,0,44800,10,-10.0351,-31.2153,798.52,335.087,0,30309,3,9,CONNECTED_NORMALLY,1,100
2,1.42,0,0,10,-10.0351,-31.2153,798.42,334.774,0,30309,3,9,CONNECTED_NORMALLY,1,100
3,1.43,44800,128000,10,-10.0351,-31.2153,798.319,334.462,0,30309,3,9,CONNECTED_NORMALLY,1,100
4,1.44,0,0,10,-41.0468,-24.5795,798.117,334.172,0,30309,3,9,CONNECTED_NORMALLY,1,100
5,1.45,196800,0,10,-41.0468,-24.5795,797.706,333.926,0,30309,3,9,CONNECTED_NORMALLY,1,100
6,1.46,0,0,10,13.1761,43.4439,797.425,333.843,0,30309,3,9,CONNECTED_NORMALLY,1,100
7,1.47,0,0,10,13.1761,43.4439,797.557,334.277,0,30309,3,9,CONNECTED_NORMALLY,1,100
8,1.48,0,0,10,-27.4677,12.4944,797.674,334.7,0,30309,3,9,CONNECTED_NORMALLY,1,100
9,1.49,0,0,10,-27.4677,12.4944,797.4,334.825,0,30309,3,9,CONNECTED_NORMALLY,1,100
10,1.5,0,0,10,-27.4677,12.4944,797.125,334.95,0,30309,3,9,CONNECTED_NORMALLY,1,100
11,1.51,0,0,10,-27.4677,12.4944,796.85,335.075,0,30309,3,9,CONNECTED_NORMALLY,1,100
12,1.52,0,0,10,-5.58951,-22.8411,796.734,334.945,0,30309,3,9,CONNECTED_NORMALLY,1,100
13,1.53,0,0,10,-5.58951,-22.8411,796.678,334.717,0,30309,3,9,CONNECTED_NORMALLY,1,100
14,1.54,0,0,10,-5.58951,-22.8411,796.622,334.488,0,30309,3,9,CONNECTED_NORMALLY,1,100
15,1.55,0,0,10,-5.58951,-22.8411,796.566,334.26,0,30309,3,9,CONNECTED_NORMALLY,1,100
16,1.56,0,0,10,9.81096,-41.9188,796.582,333.942,0,30309,3,9,CONNECTED_NORMALLY,1,100
17,1.57,0,0,10,9.81096,-41.9188,796.68,333.523,0,30309,3,9,CONNECTED_NORMALLY,1,100
18,1.58,0,0,10,14.0553,32.4967,796.785,333.213,0,30309,3,9,CONNECTED_NORMALLY,1,100
19,1.59,0,0,10,14.0553,32.4967,796.925,333.538,0,30309,3,9,CONNECTED_NORMALLY,1,100
20,1.6,0,0,10,14.0553,32.4967,797.066,333.863,0,30309,3,9,CONNECTED_NORMALLY,1,100
21,1.61,0,0,10,21.3363,21.6589,797.23,334.153,0,30309,3,9,CONNECTED_NORMALLY,1,100
22,1.62,0,0,10,21.3363,21.6589,797.443,334.369,0,30309,3,9,CONNECTED_NORMALLY,1,100
23,1.63,0,0,10,21.3363,21.6589,797.657,334.586,0,30309,3,9,CONNECTED_NORMALLY,1,100
24,1.64,0,0,10,10.9857,-29.8344,797.867,334.785,0,30309,3,9,CONNECTED_NORMALLY,1,100
25,1.65,0,41600,10,10.9857,-29.8344,797.976,334.487,0,30309,3,9,CONNECTED_NORMALLY,1,100
26,1.66,0,0,10,10.9857,-29.8344,798.086,334.189,0,30309,3,9,CONNECTED_NORMALLY,1,100
27,1.67,0,0,10,10.9857,-29.8344,798.196,333.89,0,30309,3,9,CONNECTED_NORMALLY,1,100
