DL/UL,time,frame,subF,slot,1stSym,symbol#,cellId,rnti,ccId,tbSize,mcs,rv,SINR(dB),corrupt,TBler
DL,8.74822,8748,2,1,1,3,3,11,0,5341,28,0,33.6568,0,0
DL,8.74831,8748,3,1,1,1,3,11,0,1776,28,0,33.6385,0,0
DL,8.74857,8748,5,1,1,16,3,11,0,28498,28,0,33.6338,0,0
DL,8.74861,8748,6,1,1,1,3,11,0,1776,28,0,33.6171,0,0
DL,8.74871,8748,7,1,1,1,3,11,0,1776,28,0,33.6375,0,0
DL,8.75881,8758,8,1,1,1,3,11,0,1776,28,0,33.7578,0,0
DL,8.7718,8771,7,1,1,22,3,11,0,1131,0,0,32.7265,0,0
DL,8.7719,8771,8,1,1,22,3,11,0,1131,0,0,32.7792,0,0
DL,8.772,8771,9,1,1,22,3,11,0,1131,0,0,32.7549,0,0
DL,8.77208,8772,0,1,1,19,3,11,0,33843,28,0,32.6895,0,0
DL,8.7722,8772,1,1,1,22,3,11,0,39187,28,0,32.6941,0,0
DL,8.7723,8772,2,1,1,22,3,11,0,39187,28,0,32.5429,0,0
DL,8.77231,8772,3,1,1,1,3,11,0,1776,28,0,32.6522,0,0
DL,8.77267,8772,6,1,1,16,3,11,0,28498,28,0,32.669,0,0
DL,8.77271,8772,7,1,1,1,3,11,0,1776,28,0,32.5824,0,0
DL,8.77281,8772,8,1,1,1,3,11,0,1776,28,0,32.65,0,0
DL,8.78291,8782,9,1,1,1,3,11,0,1776,28,0,33.4089,0,0
DL,8.7959,8795,8,1,1,22,3,11,0,1131,0,0,32.8768,0,0
DL,8.796,8795,9,1,1,22,3,11,0,1131,0,0,33.0318,0,0
DL,8.7961,8796,0,1,1,22,3,11,0,1131,0,0,32.955,0,0
DL,8.79617,8796,1,1,1,17,3,11,0,30281,28,0,32.8362,0,0
DL,8.7963,8796,2,1,1,22,3,11,0,39187,28,0,32.603,0,0
DL,8.7964,8796,3,1,1,22,3,11,0,39187,28,0,32.6857,0,0
DL,8.79642,8796,4,1,1,3,3,11,0,5341,28,0,32.5132,0,0
DL,8.79651,8796,5,1,1,1,3,11,0,1776,28,0,32.5041,0,0
DL,8.79677,8796,7,1,1,16,3,11,0,28498,28,0,32.3892,0,0
DL,8.79681,8796,8,1,1,1,3,11,0,1776,28,0,32.4131,0,0
DL,8.79691,8796,9,1,1,1,3,11,0,1776,28,0,32.405,0,0
DL,8.80701,8807,0,1,1,1,3,11,0,1776,28,0,32.4923,0,0
DL,8.82,8819,9,1,1,22,3,11,0,1131,0,0,29.2838,0,0
DL,8.8201,8820,0,1,1,22,3,11,0,1131,0,0,29.1761,0,0
DL,8.8202,8820,1,1,1,22,3,11,0,1131,0,0,29.1187,0,0
DL,8.82028,8820,2,1,1,19,3,11,0,33843,28,0,29.0992,0,0
DL,8.8204,8820,3,1,1,22,3,11,0,39187,28,0,28.851,0,0
DL,8.8205,8820,4,1,1,22,3,11,0,39187,28,0,28.9277,0,0
DL,8.82051,8820,5,1,1,1,3,11,0,1776,28,0,28.9113,0,0
DL,8.82087,8820,8,1,1,16,3,11,0,28498,28,0,28.5588,0,0
DL,8.82091,8820,9,1,1,1,3,11,0,1776,28,0,28.5728,0,0
DL,8.82101,8821,0,1,1,1,3,11,0,1776,28,0,28.6614,0,0
DL,8.83111,8831,1,1,1,1,3,11,0,1776,28,0,27.9792,0,0
DL,8.8441,8844,0,1,1,22,3,11,0,1131,0,0,27.6787,0,0
DL,8.8442,8844,1,1,1,22,3,11,0,1131,0,0,27.706,0,0
DL,8.8443,8844,2,1,1,22,3,11,0,1131,0,0,27.7761,0,0
DL,8.84437,8844,3,1,1,17,3,11,0,30281,28,0,27.7854,0,0
DL,8.8445,8844,4,1,1,22,3,11,0,39187,28,0,27.6804,0,0
DL,8.8446,8844,5,1,1,22,3,11,0,39187,28,0,27.519,0,0
DL,8.84462,8844,6,1,1,3,3,11,0,5341,28,0,27.4013,0,0
DL,8.84471,8844,7,1,1,1,3,11,0,1776,28,0,27.3176,0,0
DL,8.84497,8844,9,1,1,16,3,11,0,28498,28,0,27.3837,0,0
DL,8.84501,8845,0,1,1,1,3,11,0,1776,28,0,27.3989,0,0
DL,8.84511,8845,1,1,1,1,3,11,0,1776,28,0,27.4067,0,0
DL,8.85521,8855,2,1,1,1,3,11,0,1776,28,0,26.7436,0,0
DL,8.8682,8868,1,1,1,22,3,11,0,1131,0,0,25.7305,0,0
DL,8.8683,8868,2,1,1,22,3,11,0,1131,0,0,25.7902,0,0
DL,8.8684,8868,3,1,1,22,3,11,0,1131,0,0,25.8653,0,0
DL,8.86848,8868,4,1,1,19,3,11,0,33843,28,0,25.819,0,0
DL,8.8686,8868,5,1,1,22,3,11,0,39187,28,0,25.8901,0,0
DL,8.8687,8868,6,1,1,22,3,11,0,39187,28,0,25.9657,0,0
DL,8.86871,8868,7,1,1,1,3,11,0,1776,28,0,25.9805,0,0
DL,8.86907,8869,0,1,1,16,3,11,0,28498,28,0,26.4754,0,0
DL,8.86911,8869,1,1,1,1,3,11,0,1776,28,0,26.4943,0,0
DL,8.86921,8869,2,1,1,1,3,11,0,1776,28,0,26.4057,0,0
DL,8.87931,8879,3,1,1,1,3,11,0,1776,28,0,27.5342,0,0
DL,8.8923,8892,2,1,1,22,3,11,0,1131,0,0,27.932,0,0
DL,8.8924,8892,3,1,1,22,3,11,0,1131,0,0,27.9611,0,0
DL,8.8925,8892,4,1,1,22,3,11,0,1131,0,0,28.033,0,0
DL,8.89257,8892,5,1,1,17,3,11,0,30281,28,0,28.1305,0,0
DL,8.8927,8892,6,1,1,22,3,11,0,39187,28,0,28.1856,0,0
DL,8.8928,8892,7,1,1,22,3,11,0,39187,28,0,28.2744,0,0
DL,8.89282,8892,8,1,1,3,3,11,0,5341,28,0,28.2507,0,0
DL,8.89291,8892,9,1,1,1,3,11,0,1776,28,0,28.1814,0,0
DL,8.89317,8893,1,1,1,16,3,11,0,28498,28,0,28.1747,0,0
DL,8.89321,8893,2,1,1,1,3,11,0,1776,28,0,28.2263,0,0
DL,8.89331,8893,3,1,1,1,3,11,0,1776,28,0,28.3703,0,0
DL,8.90341,8903,4,1,1,1,3,11,0,1776,28,0,30.8412,0,0
DL,8.9164,8916,3,1,1,22,3,11,0,1131,0,0,32.9089,0,0
DL,8.9165,8916,4,1,1,22,3,11,0,1131,0,0,32.8355,0,0
DL,8.9166,8916,5,1,1,22,3,11,0,1131,0,0,32.8268,0,0
DL,8.91668,8916,6,1,1,19,3,11,0,33843,28,0,32.6031,0,0
DL,8.9168,8916,7,1,1,22,3,11,0,39187,28,0,32.3492,0,0
DL,8.9169,8916,8,1,1,22,3,11,0,39187,28,0,32.4267,0,0
DL,8.91691,8916,9,1,1,1,3,11,0,1776,28,0,32.4543,0,0
DL,8.91727,8917,2,1,1,16,3,11,0,28498,28,0,32.2025,0,0
DL,8.91731,8917,3,1,1,1,3,11,0,1776,28,0,31.9957,0,0
DL,8.91741,8917,4,1,1,1,3,11,0,1776,28,0,32.0258,0,0
DL,8.92751,8927,5,1,1,1,3,11,0,1776,28,0,32.7819,0,0
DL,8.93831,8938,3,1,1,2,3,11,0,100,0,0,33.713,0,0
DL,8.93971,8939,7,1,1,1,6,6,0,48,0,0,20.0948,0,0
DL,8.94076,8940,7,1,1,14,6,6,0,24936,28,0,19.894,0,0.406158
DL,8.9409,8940,8,1,1,22,6,6,0,39187,28,0,19.9146,1,0.486482
DL,8.941,8940,9,1,1,22,6,6,0,39187,28,0,19.8372,1,0.729661
DL,8.94103,8941,0,1,1,6,6,6,0,9872,26,0,19.8635,0,0
DL,8.94112,8941,1,1,1,3,6,6,0,4933,26,0,19.9253,0,0
DL,8.9414,8941,3,1,1,22,6,6,0,39187,28,1,20.0447,0,0
DL,8.9415,8941,4,1,1,22,6,6,0,39187,28,1,20.2266,0,0
DL,8.94157,8941,5,1,1,16,6,6,0,28498,28,0,20.0165,1,0.175553
DL,8.94161,8941,6,1,1,1,6,6,0,1640,26,0,20.0312,0,0
DL,8.94207,8942,0,1,1,16,6,6,0,28498,28,1,19.8458,0,0
DL,8.94211,8942,1,1,1,1,6,6,0,1776,28,0,19.9808,0,0.0214312
DL,8.95221,8952,2,1,1,1,6,6,0,1776,28,0,19.7298,1,0.160059
DL,8.95271,8952,7,1,1,1,6,6,0,1776,28,1,19.8738,0,0
DL,8.9651,8965,0,1,1,22,6,6,0,1131,0,0,19.0456,0,0
DL,8.96511,8965,1,1,1,2,6,6,0,100,0,0,19.163,0,0
DL,8.9655,8965,4,1,1,22,6,6,0,36205,26,0,19.2834,0,7.09832e-12
DL,8.96555,8965,5,1,1,12,6,6,0,19747,26,0,19.4151,0,8.68194e-14
DL,8.96568,8965,6,1,1,18,6,6,0,29623,26,0,19.3017,0,2.41895e-12
DL,8.96571,8965,7,1,1,1,6,6,0,1640,26,0,19.1953,0,4.09939e-12
DL,8.96618,8966,1,1,1,18,6,6,0,29623,26,0,19.2252,0,1.71347e-11
DL,8.96621,8966,2,1,1,1,6,6,0,1640,26,0,19.1614,0,9.35985e-12
DL,8.97621,8976,2,1,1,1,6,6,0,1640,26,0,18.9756,0,7.76765e-10
DL,8.98925,8989,2,1,1,12,6,6,0,619,0,0,17.2163,0,0
DL,8.98958,8989,5,1,1,19,6,6,0,27588,24,0,17.2437,0,1.50346e-12
DL,8.98963,8989,6,1,1,7,6,6,0,10161,24,0,17.3931,0,3.10862e-15
DL,8.98971,8989,7,1,1,2,6,6,0,2901,24,0,17.4024,0,8.88178e-16
DL,8.99029,8990,2,1,1,20,6,6,0,29043,24,0,17.6636,0,0
DL,8.99031,8990,3,1,1,1,6,6,0,1449,24,0,17.5712,0,0
DL,9.00041,9000,4,1,1,1,6,6,0,1449,24,0,32.5068,0,0
DL,9.0134,9013,3,1,1,22,6,6,0,1131,0,0,33.0827,0,0
DL,9.0135,9013,4,1,1,22,6,6,0,1131,0,0,33.0159,0,0
DL,9.0136,9013,5,1,1,22,6,6,0,1131,0,0,33.0276,0,0
DL,9.01369,9013,6,1,1,20,6,6,0,35625,28,0,32.8897,0,0
DL,9.01371,9013,7,1,1,1,6,6,0,1776,28,0,32.8293,0,0
DL,9.01437,9014,3,1,1,16,6,6,0,28498,28,0,32.6113,0,0
DL,9.01441,9014,4,1,1,1,6,6,0,1776,28,0,32.443,0,0
DL,9.02451,9024,5,1,1,1,6,6,0,1776,28,0,32.8037,0,0
DL,9.0376,9037,5,1,1,22,6,6,0,1131,0,0,33.672,0,0
DL,9.0377,9037,6,1,1,22,6,6,0,1131,0,0,33.68,0,0
DL,9.0378,9037,7,1,1,22,6,6,0,1131,0,0,33.6538,0,0
DL,9.03789,9037,8,1,1,20,6,6,0,35625,28,0,33.8123,0,0
DL,9.03791,9037,9,1,1,1,6,6,0,1776,28,0,33.9126,0,0
DL,9.03847,9038,4,1,1,17,6,6,0,30281,28,0,33.8027,0,0
DL,9.03851,9038,5,1,1,1,6,6,0,1776,28,0,33.6395,0,0
DL,9.03861,9038,6,1,1,1,6,6,0,1776,28,0,33.5714,0,0
DL,9.04871,9048,7,1,1,1,6,6,0,1776,28,0,34.8687,0,0
DL,9.0618,9061,7,1,1,22,6,6,0,1131,0,0,35.3765,0,0
DL,9.0619,9061,8,1,1,22,6,6,0,1131,0,0,35.4991,0,0
DL,9.062,9061,9,1,1,22,6,6,0,1131,0,0,35.5607,0,0
DL,9.06209,9062,0,1,1,20,6,6,0,35625,28,0,35.4249,0,0
DL,9.06211,9062,1,1,1,1,6,6,0,1776,28,0,35.317,0,0
DL,9.06257,9062,5,1,1,16,6,6,0,28498,28,0,35.5576,0,0
DL,9.06261,9062,6,1,1,1,6,6,0,1776,28,0,35.6297,0,0
DL,9.06281,9062,8,1,1,1,6,6,0,1776,28,0,35.6189,0,0
DL,9.07291,9072,9,1,1,1,6,6,0,1776,28,0,34.1046,0,0
DL,9.0859,9085,8,1,1,22,6,6,0,1131,0,0,32.097,0,0
DL,9.086,9085,9,1,1,22,6,6,0,1131,0,0,32.1649,0,0
DL,9.0861,9086,0,1,1,22,6,6,0,1131,0,0,32.1337,0,0
DL,9.08619,9086,1,1,1,20,6,6,0,35625,28,0,32.0328,0,0
DL,9.08621,9086,2,1,1,1,6,6,0,1776,28,0,32.1367,0,0
DL,9.08667,9086,6,1,1,16,6,6,0,28498,28,0,31.8582,0,0
DL,9.08671,9086,7,1,1,1,6,6,0,1776,28,0,31.8544,0,0
DL,9.08691,9086,9,1,1,1,6,6,0,1776,28,0,31.7831,0,0
DL,9.09701,9097,0,1,1,1,6,6,0,1776,28,0,29.978,0,0
DL,9.11,9109,9,1,1,22,6,6,0,1131,0,0,31.0791,0,0
DL,9.11007,9110,0,1,1,17,6,6,0,872,0,0,31.0066,0,0
