#,Time,rxSpeed,txSpeed,nodeId,velo_x,velo_y,pos_x,pos_y,Csgid,Earfcn,Imsi,rrcState,rrcState_str,rrcCellId,rrcDlBw
0,1.4,0,0,15,-17.2564,27.7737,764.583,930.589,0,30309,8,9,CONNECTED_NORMALLY,1,100
1,1.41,0,44800,15,-17.2564,27.7737,764.41,930.867,0,30309,8,9,CONNECTED_NORMALLY,1,100
2,1.42,0,0,15,2.90355,30.0311,764.394,931.162,0,30309,8,9,CONNECTED_NORMALLY,1,100
3,1.43,44800,128000,15,2.90355,30.0311,764.423,931.463,0,30309,8,9,CONNECTED_NORMALLY,1,100
4,1.44,0,0,15,2.90355,30.0311,764.452,931.763,0,30309,8,9,CONNECTED_NORMALLY,1,100
5,1.45,196800,0,15,-33.0403,16.3314,764.315,932,0,30309,8,9,CONNECTED_NORMALLY,1,100
6,1.46,0,0,15,-33.0403,16.3314,763.985,932.163,0,30309,8,9,CONNECTED_NORMALLY,1,100
7,1.47,0,0,15,-33.0403,16.3314,763.654,932.326,0,30309,8,9,CONNECTED_NORMALLY,1,100
8,1.48,0,0,15,-11.7695,-19.4157,763.483,932.222,0,30309,8,9,CONNECTED_NORMALLY,1,100
9,1.49,0,0,15,-11.7695,-19.4157,763.366,932.028,0,30309,8,9,CONNECTED_NORMALLY,1,100
10,1.5,0,0,15,-11.7695,-19.4157,763.248,931.834,0,30309,8,9,CONNECTED_NORMALLY,1,100
11,1.51,0,0,15,-11.7695,-19.4157,763.13,931.639,0,30309,8,9,CONNECTED_NORMALLY,1,100
12,1.52,0,0,15,-22.4975,2.36185,762.975,931.52,0,30309,8,9,CONNECTED_NORMALLY,1,100
13,1.53,0,0,15,-22.4975,2.36185,762.75,931.544,0,30309,8,9,CONNECTED_NORMALLY,1,100
14,1.54,0,0,15,-22.4975,2.36185,762.526,931.568,0,30309,8,9,CONNECTED_NORMALLY,1,100
15,1.55,0,0,15,-22.4975,2.36185,762.301,931.591,0,30309,8,9,CONNECTED_NORMALLY,1,100
16,1.56,0,0,15,-22.4975,2.36185,762.076,931.615,0,30309,8,9,CONNECTED_NORMALLY,1,100
17,1.57,0,0,15,-47.9987,3.70619,761.615,931.651,0,30309,8,9,CONNECTED_NORMALLY,1,100
18,1.58,0,0,15,-47.9987,3.70619,761.135,931.688,0,30309,8,9,CONNECTED_NORMALLY,1,100
19,1.59,0,0,15,-16.8222,-14.7588,760.919,931.569,0,30309,8,9,CONNECTED_NORMALLY,1,100
20,1.6,0,0,15,-16.8222,-14.7588,760.751,931.421,0,30309,8,9,CONNECTED_NORMALLY,1,100
21,1.61,0,0,15,-16.8222,-14.7588,760.583,931.273,0,30309,8,9,CONNECTED_NORMALLY,1,100
22,1.62,0,0,15,-16.8222,-14.7588,760.414,931.126,0,30309,8,9,CONNECTED_NORMALLY,1,100
23,1.63,0,0,15,-18.5271,-45.4405,760.24,930.862,0,30309,8,9,CONNECTED_NORMALLY,1,100
24,1.64,0,0,15,-18.5271,-45.4405,760.054,930.408,0,30309,8,9,CONNECTED_NORMALLY,1,100
25,1.65,0,41600,15,-13.2181,24.8527,759.887,930.193,0,30309,8,9,CONNECTED_NORMALLY,1,100
26,1.66,0,0,15,-13.2181,24.8527,759.755,930.441,0,30309,8,9,CONNECTED_NORMALLY,1,100
27,1.67,0,0,15,-13.2181,24.8527,759.623,930.69,0,30309,8,9,CONNECTED_NORMALLY,1,100
