#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2151271427.0ns,22,0,130550,1.40074,2.15127,4,0,0,0
+2979235713.0ns,22,1,349519,2.15127,2.97924,7.17204,0,0,0
+3782985713.0ns,22,2,299613,2.97924,3.78299,10.3683,0,0,0
+4588039284.0ns,22,3,220993,3.78299,4.58804,13.5632,0,0,0
+5372485713.0ns,22,4,219634,4.58804,5.37249,16.7788,0,0,0
+6102485713.0ns,22,5,81114,5.37249,6.10249,20.0488,0,0,0
+6857807141.0ns,22,6,139234,6.10249,6.85781,23.2935,0,0,0
+7663896426.0ns,22,7,308066,6.85781,7.6639,26.4874,0,0,0
+8468735713.0ns,22,8,234912,7.6639,8.46874,29.6825,0,0,0
+9250235713.0ns,22,9,210170,8.46874,9.25024,32.901,0,0,0
+12930235713.0ns,22,10,177609,12.1513,12.9302,33.221,0,0,0
+16930235713.0ns,22,11,155318,16.1513,16.9302,33.221,0,0,0
+20934557141.0ns,22,12,158447,20.1513,20.9346,33.2167,0,0,0
+24957664283.0ns,22,13,256551,24.1513,24.9577,33.1936,0,0,0
+28928003570.0ns,22,14,151129,28.1513,28.928,33.2233,0,0,0
+32879235713.0ns,22,15,78576,32.1513,32.8792,33.272,0,0,0
+36882682140.0ns,22,16,98400,36.1513,36.8827,33.2686,0,0,0
+40930985713.0ns,22,17,214461,40.1513,40.931,33.2203,0,0,0
+44931985713.0ns,22,18,166743,44.1513,44.932,33.2193,0,0,0
+48957271427.0ns,22,19,228465,48.1513,48.9573,33.194,0,0,0
+52979753570.0ns,22,20,417897,52.1513,52.9798,33.1715,0,0,0
+56934235713.0ns,22,21,202940,56.1513,56.9342,33.217,0,0,0
+60855485713.0ns,22,22,65400,60.1513,60.8555,33.2958,0,0,0
+64908735713.0ns,22,23,112487,64.1513,64.9087,33.2425,0,0,0
+68879235713.0ns,22,24,73380,68.1513,68.8792,33.272,0,0,0
