#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2154485713.0ns,22,0,130550,1.39974,2.15449,4,0,0,0
+2986324998.0ns,22,1,349519,2.15449,2.98632,7.16816,0,0,0
+3801557141.0ns,22,2,299613,2.98632,3.80156,10.3529,0,0,0
+4582807141.0ns,22,3,220993,3.80156,4.58281,13.5717,0,0,0
+5360896426.0ns,22,4,219634,4.58281,5.3609,16.7936,0,0,0
+6086485713.0ns,22,5,81114,5.3609,6.08649,20.068,0,0,0
+6842235713.0ns,22,6,139234,6.08649,6.84224,23.3122,0,0,0
+7645735713.0ns,22,7,308066,6.84224,7.64574,26.5087,0,0,0
+8449521427.0ns,22,8,234912,7.64574,8.44952,29.705,0,0,0
+9229485713.0ns,22,9,210170,8.44952,9.22949,32.925,0,0,0
+12931985713.0ns,22,10,177609,12.1545,12.932,33.2225,0,0,0
+16932110712.0ns,22,11,155318,16.1545,16.9321,33.2224,0,0,0
+20931485713.0ns,22,12,158447,20.1545,20.9315,33.223,0,0,0
+24962985713.0ns,22,13,256551,24.1545,24.963,33.1915,0,0,0
+28930610712.0ns,22,14,151129,28.1545,28.9306,33.2239,0,0,0
+32966999999.0ns,22,15,78576,32.1545,32.967,33.1875,0,0,0
+36887914283.0ns,22,16,98400,36.1545,36.8879,33.2666,0,0,0
+40940414283.0ns,22,17,214461,40.1545,40.9404,33.2141,0,0,0
+44934485713.0ns,22,18,166743,44.1545,44.9345,33.22,0,0,0
+48981914283.0ns,22,19,228465,48.1545,48.9819,33.1726,0,0,0
+52998289284.0ns,22,20,417897,52.1545,52.9983,33.1562,0,0,0
+56937539284.0ns,22,21,202940,56.1545,56.9375,33.2169,0,0,0
+60862999999.0ns,22,22,65400,60.1545,60.863,33.2915,0,0,0
+64907324998.0ns,22,23,112487,64.1545,64.9073,33.2472,0,0,0
+68882932140.0ns,22,24,73380,68.1545,68.8829,33.2716,0,0,0
