#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2152985713.0ns,22,0,130550,1.40054,2.15299,4,0,0,0
+2986128569.0ns,22,1,349519,2.15299,2.98613,7.16686,0,0,0
+3796074998.0ns,22,2,299613,2.98613,3.79607,10.3569,0,0,0
+4608485713.0ns,22,3,220993,3.79607,4.60849,13.5445,0,0,0
+5426999999.0ns,22,4,219634,4.60849,5.427,16.726,0,0,0
+6191039284.0ns,22,5,81114,5.427,6.19104,19.9619,0,0,0
+6960110712.0ns,22,6,139234,6.19104,6.96011,23.1929,0,0,0
+7770557141.0ns,22,7,308066,6.96011,7.77056,26.3824,0,0,0
+8557557141.0ns,22,8,234912,7.77056,8.55756,29.5954,0,0,0
+9737092855.0ns,22,9,210170,8.55756,9.73709,32.4159,0,0,0
+13018999999.0ns,22,10,177609,12.153,13.019,33.134,0,0,0
+17107999999.0ns,22,11,155318,16.153,17.108,33.045,0,0,0
+21108999999.0ns,22,12,158447,20.153,21.109,33.044,0,0,0
+24963414283.0ns,22,13,256551,24.153,24.9634,33.1896,0,0,0
+28932324998.0ns,22,14,151129,28.153,28.9323,33.2207,0,0,0
+32929146426.0ns,22,15,78576,32.153,32.9291,33.2238,0,0,0
+37022432140.0ns,22,16,98400,36.153,37.0224,33.1306,0,0,0
+41087360712.0ns,22,17,214461,40.153,41.0874,33.0656,0,0,0
+45109999999.0ns,22,18,166743,44.153,45.11,33.043,0,0,0
+49144999999.0ns,22,19,228465,48.153,49.145,33.008,0,0,0
+52991557141.0ns,22,20,417897,52.153,52.9916,33.1614,0,0,0
+56938789284.0ns,22,21,202940,56.153,56.9388,33.2142,0,0,0
+60856985713.0ns,22,22,65400,60.153,60.857,33.296,0,0,0
+64908360712.0ns,22,23,112487,64.153,64.9084,33.2446,0,0,0
+68999753570.0ns,22,24,73380,68.153,68.9998,33.1532,0,0,0
