#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2148985713.0ns,22,0,130550,1.39974,2.14899,4,0,0,0
+2972985713.0ns,22,1,349519,2.14899,2.97299,7.176,0,0,0
+3772735713.0ns,22,2,299613,2.97299,3.77274,10.3763,0,0,0
+4546985713.0ns,22,3,220993,3.77274,4.54699,13.602,0,0,0
+5321235713.0ns,22,4,219634,4.54699,5.32124,16.8278,0,0,0
+6044735713.0ns,22,5,81114,5.32124,6.04474,20.1043,0,0,0
+6795003570.0ns,22,6,139234,6.04474,6.795,23.354,0,0,0
+7595735713.0ns,22,7,308066,6.795,7.59574,26.5532,0,0,0
+8394985713.0ns,22,8,234912,7.59574,8.39499,29.754,0,0,0
+9171235713.0ns,22,9,210170,8.39499,9.17124,32.9778,0,0,0
+12924235713.0ns,22,10,177609,12.149,12.9242,33.2248,0,0,0
+16923735713.0ns,22,11,155318,16.149,16.9237,33.2253,0,0,0
+20925307141.0ns,22,12,158447,20.149,20.9253,33.2237,0,0,0
+24948985713.0ns,22,13,256551,24.149,24.949,33.2,0,0,0
+28925985713.0ns,22,14,151129,28.149,28.926,33.223,0,0,0
+32875485713.0ns,22,15,78576,32.149,32.8755,33.2735,0,0,0
+36875735713.0ns,22,16,98400,36.149,36.8757,33.2732,0,0,0
+40925985713.0ns,22,17,214461,40.149,40.926,33.223,0,0,0
+44923253570.0ns,22,18,166743,44.149,44.9233,33.2257,0,0,0
+48948003570.0ns,22,19,228465,48.149,48.948,33.201,0,0,0
+52974235713.0ns,22,20,417897,52.149,52.9742,33.1748,0,0,0
+56925735713.0ns,22,21,202940,56.149,56.9257,33.2233,0,0,0
+60849985713.0ns,22,22,65400,60.149,60.85,33.299,0,0,0
+64899235713.0ns,22,23,112487,64.149,64.8992,33.2497,0,0,0
+68875735713.0ns,22,24,73380,68.149,68.8757,33.2732,0,0,0
