#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2357999999.0ns,22,0,130550,1.437,2.358,4,0,0,0
+3384999999.0ns,22,1,349519,2.358,3.385,6.973,0,0,0
+4383999999.0ns,22,2,299613,3.385,4.384,9.974,0,0,0
+5340999999.0ns,22,3,220993,4.384,5.341,13.017,0,0,0
+6297999999.0ns,22,4,219634,5.341,6.298,16.06,0,0,0
+7172999999.0ns,22,5,81114,6.298,7.173,19.185,0,0,0
+8093999999.0ns,22,6,139234,7.173,8.094,22.264,0,0,0
+9090999999.0ns,22,7,308066,8.094,9.091,25.267,0,0,0
+10076999999.0ns,22,8,234912,9.091,10.077,28.281,0,0,0
+11037999999.0ns,22,9,210170,10.077,11.038,31.32,0,0,0
+13315999999.0ns,22,10,177609,12.358,13.316,33.042,0,0,0
+17312999999.0ns,22,11,155318,16.358,17.313,33.045,0,0,0
+21219999999.0ns,22,12,158447,20.358,21.22,33.138,0,0,0
+25352999999.0ns,22,13,256551,24.358,25.353,33.005,0,0,0
+29312999999.0ns,22,14,151129,28.358,29.313,33.045,0,0,0
+33239999999.0ns,22,15,78576,32.358,33.24,33.118,0,0,0
+37241999999.0ns,22,16,98400,36.358,37.242,33.116,0,0,0
+41319999999.0ns,22,17,214461,40.358,41.32,33.038,0,0,0
+45314999999.0ns,22,18,166743,44.358,45.315,33.043,0,0,0
+49349999999.0ns,22,19,228465,48.358,49.35,33.008,0,0,0
+53395999999.0ns,22,20,417897,52.358,53.396,32.962,0,0,0
+57318999999.0ns,22,21,202940,56.358,57.319,33.039,0,0,0
+61203999999.0ns,22,22,65400,60.358,61.204,33.154,0,0,0
+65276999999.0ns,22,23,112487,64.358,65.277,33.081,0,0,0
+69238999999.0ns,22,24,73380,68.358,69.239,33.119,0,0,0
