#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2162021427.0ns,22,0,130550,1.40065,2.16202,4,0,0,0
+3002592855.0ns,22,1,349519,2.16202,3.00259,7.15943,0,0,0
+3827985713.0ns,22,2,299613,3.00259,3.82799,10.334,0,0,0
+4626646426.0ns,22,3,220993,3.82799,4.62665,13.5354,0,0,0
+5425271427.0ns,22,4,219634,4.62665,5.42527,16.7368,0,0,0
+6156574998.0ns,22,5,81114,5.42527,6.15657,20.0054,0,0,0
+6920521427.0ns,22,6,139234,6.15657,6.92052,23.2415,0,0,0
+7748646426.0ns,22,7,308066,6.92052,7.74865,26.4134,0,0,0
+8554789284.0ns,22,8,234912,7.74865,8.55479,29.6072,0,0,0
+9350503570.0ns,22,9,210170,8.55479,9.3505,32.8115,0,0,0
+12948128569.0ns,22,10,177609,12.162,12.9481,33.2139,0,0,0
+16941271427.0ns,22,11,155318,16.162,16.9413,33.2208,0,0,0
+20942271427.0ns,22,12,158447,20.162,20.9423,33.2197,0,0,0
+24974592855.0ns,22,13,256551,24.162,24.9746,33.1874,0,0,0
+28940128569.0ns,22,14,151129,28.162,28.9401,33.2219,0,0,0
+32892842855.0ns,22,15,78576,32.162,32.8928,33.2692,0,0,0
+36898682140.0ns,22,16,98400,36.162,36.8987,33.2633,0,0,0
+40959253570.0ns,22,17,214461,40.162,40.9593,33.2028,0,0,0
+44944664283.0ns,22,18,166743,44.162,44.9447,33.2174,0,0,0
+48966110712.0ns,22,19,228465,48.162,48.9661,33.1959,0,0,0
+53023074998.0ns,22,20,417897,52.162,53.0231,33.1389,0,0,0
+56955557141.0ns,22,21,202940,56.162,56.9556,33.2065,0,0,0
+60870324998.0ns,22,22,65400,60.162,60.8703,33.2917,0,0,0
+64918164283.0ns,22,23,112487,64.162,64.9182,33.2439,0,0,0
+68891324998.0ns,22,24,73380,68.162,68.8913,33.2707,0,0,0
